SPEAKER_01	???
SPEAKER_75	ผู้อาวุโส
SPEAKER_76	ลูกเรือ
SPEAKER_77	ลูกเรือ
SPEAKER_80	ชายแก่
E0001_01_342_a_01	กัปตัน เรากำลัง\nจะถึงบารอนแล้ว
E0001_01_342_a_02	...อืม
E0001_01_342_a_03	กัปตันดูหดหู่จัง
E0001_01_342_a_04	จากที่เราทำลงไป ใครจะ\nไม่รู้สึกแบบนั้นบ้างล่ะ?<P>\nคำสั่งต้องเป็นคำสั่ง\nแต่การเข่นฆ่าผู้บริสุทธิ์\nเพื่อให้ได้คริสตัลมา\nมันก็ไม่ถูกต้อง
E0001_03_342_a_01	กองทัพปีกแดงควรต้อง\nปกป้องผู้คน\nไม่ใช่ทำอันตรายพวกเขา!
E0001_03_342_a_02	พอได้แล้ว!
E0001_03_342_a_03	แต่กัปตัน!
E0001_03_342_a_04	ท่านคงไม่คิดว่าสิ่งที่เราทำไปนั้นถูกต้องหรอกใช่ไหม?
E0001_03_342_a_05	พวกเจ้าทุกคนฟังให้ดี\nการโจมตีที่มิซิเดีย\nเป็นสิ่งจำเป็นต่อ\nความรุ่งเรืองของบารอน<P>\nชาวมิซิเดียรู้เกี่ยวกับ\nคริสตัลมากเกินไป\nการครอบครองนั้น\nเป็นการคุกคามบารอน<P>\nพระราชารับสั่งให้พวกเรา\nนำคริสตัลมา และในฐานะทหาร\nของกองทัพอากาศ\nเราต้องปฏิบัติตาม
E0001_03_342_a_06	กัปตัน...
E0001_03_342_a_07	กัปตัน!\nพบปีศาจข้างหน้าขอรับ!
E0001_03_342_a_08	เตรียมรบ!
E0001_04_342_a_01	อ๊าก...
E0001_04_342_a_02	เจ้าไม่เป็นไรใช่ไหม?
E0001_04_342_a_03	ยังมีศัตรูอีก!
E0001_04_342_a_04	บ้าเอ๊ย!
E0001_05_342_a_01	ทุกคนปลอดภัยไหม?
E0001_05_342_a_02	ขอรับ
E0001_05_342_a_03	ช่วงนี้เราปะทะกับปีศาจ\nมากขึ้นกว่าเมื่อก่อน...
E0001_05_342_a_04	มีพวกมันอยู่เต็มไปหมด!
E0001_05_342_a_05	หรือจะเป็น...\nลางบอกเหตุบางอย่าง?
E0001_05_342_a_06	กัปตัน พวกเราถึงบารอนแล้ว
E0001_05_342_a_07	ดี เตรียมลงจอดได้
E0001_07_004_a_01	ดีมาก! ตอนนี้คริสตัล\nเป็นของพวกเราแล้ว
E0001_07_004_a_02	ชาวมิซิเดียไม่ต่อต้านเลย\nแม้แต่น้อย ที่จริงแล้ว\nพวกเขาปกป้องตัวเอง\nไม่ได้เลย
E0001_07_004_a_03	ข้าต้องรู้สึกเห็นใจไหม?\nหึ! มาเถอะกัปตัน\nฝ่าบาททรงรออยู่
E0001_10_007_a_01	ขออภัย กัปตัน ข้าต้อง\nทูลฝ่าบาทเป็นการส่วนตัว\nท่านรออยู่ที่นี่ก่อน
E0001_11_008_a_01	ฝ่าบาท ข้าเกรงว่าเราจะ\nไว้ใจ(CECIL)ไม่ได้แล้ว\nมันชัดเจนว่าเขาสงสัย\nในอำนาจของพระองค์
E0001_11_008_a_02	อย่างนั้นรึ!? ข้ารับฟัง\nคำแนะนำของเจ้าไว้แล้ว\nไบแกน<P>\nเมื่อข้าได้คริสตัลมาแล้ว\nการกระทำผิดของ(CECIL)ก็เป็น\nแค่เรื่องเล็กน้อย\nให้เขาเข้ามา
E0001_11_008_a_03	พะยะค่ะ
E0001_11_008_a_04	กัปตัน! ฝ่าบาทเรียกหาท่าน
E0001_11_008_a_05	อาณาจักรบารอนยินดีต้อนรับ\nการกลับมาของเจ้า\nเอาคริสตัลมาให้ข้าซิ?
E0001_11_008_a_06	พะยะค่ะ
E0001_11_008_a_07	มอบคริสตัลแห่งน้ำให้
E0001_11_008_a_08	ข้าคิดว่าเป็นของจริง\nพะยะค่ะ
E0001_11_008_a_09	ใช่...มันช่างสวยงาม...\nเจ้าออกไปได้แล้ว (CECIL)
E0001_11_008_a_10	ฝ่าบาท!
E0001_11_008_a_11	ว่าอย่างไร?
E0001_11_008_a_12	กัปตัน มีอะไร?
E0001_11_008_a_13	ฝ่าบาทโปรดอภัย พระประสงค์\nของพระองค์เกี่ยวกับ\nคริสตัลนี้คืออะไรหรือ\nพะยะค่ะ?<P>\nคนของกระหม่อมต่างสับสนและ\nไม่พอใจต่อคำสั่งที่ได้รับ
E0001_11_008_a_14	แล้วเจ้าล่ะ? เจ้าก็สงสัย\nกับคำสั่งของข้ารึ?
E0001_11_008_a_15	หาไม่พะยะค่ะ!\nกระหม่อมเพียงแค่ทูลถาม---
E0001_11_008_a_16	หุบปาก! อย่าคิดว่า\nข้าไม่รู้ว่าเจ้าทรยศ!<P>\nข้าเคยไว้ใจเจ้า (CECIL)\nแต่เจ้าทำให้ข้าไม่มี\nทางเลือก ข้าขอปลดเจ้าออก\nจากการบัญชาการ\nกองทัพปีกแดง!
E0001_11_008_a_24	ฝ่าบาท!
E0001_11_008_a_17	ข้ามีงานอีกหนึ่งชิ้น\nที่จะให้เจ้าทำ<P>\nจงฆ่าปีศาจที่ก่อความรำคาญ\nอยู่ในหุบเขาหมอก\nและนำแหวนระเบิดนี้ไปยัง\nหมู่บ้านแห่งหมอก<P>\nจงออกเดินทางพรุ่งนี้\nเมื่อแสงแรกมาถึง
E0001_11_008_a_18	ฝ่าบาท ได้โปรด\nทรงตรองดูใหม่เถิดพะยะค่ะ
E0001_11_008_a_19	(CECIL)ไม่ได้ทำอะไรผิด
E0001_11_008_a_20	อา (CAIN) ถ้าเจ้าเป็นห่วง\nเพื่อนทรยศของเจ้านักล่ะก็\nเจ้าก็ไปด้วยกันเสียสิ!
E0001_11_008_a_25	ฝ่าบาท!
E0001_11_008_a_21	เอาแหวนไปแล้วไสหัวไปซะ!
E0001_11_008_a_22	รับแหวนระเบิดมา
E0001_11_008_a_23	ฝ่าบาท!
E0001_12_006_a_01	อภัยให้ข้าด้วย (CAIN)
E0001_12_006_a_02	ถ้าพวกเราทำภารกิจสำเร็จ\nพระราชาต้องทรงให้อภัย\nให้พวกเราแน่<P>\nอีกไม่นานเจ้าก็จะได้\nกลับไปบัญชากองทัพปีกแดง\nอีกครั้ง
E0001_12_006_a_03	...
E0001_12_006_a_04	ไปพักเสีย การเตรียมการ\nสำหรับพรุ่งนี้ปล่อยให้\nเป็นหน้าที่ข้า
E0101_00_006_a_01	มีอะไรหรือ?
E0101_00_006_a_02	...ข้าขอโทษที่ทำให้เจ้า\nติดร่างแหไปด้วย
E0101_00_006_a_03	อย่าคิดอย่างนั้น ข้าทำไป\nตามที่ข้าต้องการ
E0101_00_006_a_04	ข้าฝึกดาบแห่งความมืด\nจนช่ำชองตามคำสั่ง\nของฝ่าบาท แต่ก็เพื่อ\n\nปกป้องบารอน\nไม่ใช่เพื่อปล้นชิง
E0101_00_006_a_05	อย่าโทษตัวเองเลย\nข้ามั่นใจว่าองค์ราชา\nทรงมีเหตุผลของพระองค์เอง
E0101_00_006_a_06	ข้าอิจฉาเจ้า (CAIN)\nอิจฉาเส้นทางที่เจ้าเลือก
E0101_00_006_a_07	บางทีข้าอาจจะมีตำแหน่ง\nที่สูงกว่านี้ถ้าข้าเป็น\nอัศวินแห่งความมืด<P>\nพ่อข้าเป็นทหารม้า แต่ท่าน\nจากไปตั้งแต่ข้ายังเด็ก<P>\nข้ารู้สึกว่าข้ายังมีอะไร\nที่เชื่อมโยงกับท่านบ้าง\nถ้าข้าเป็น\nทหารม้าเหมือนกัน
E0101_00_006_a_08	...
E0101_00_006_a_09	ข้าไม่ตั้งใจจะเอาเรื่อง\nน่าเบื่อของข้ามากวนเจ้า\nเอาล่ะเจ้าไม่ต้องเป็นห่วง<P>\nที่เจ้าต้องห่วงมีแค่การ\nฆ่าสัตว์ร้ายวันพรุ่งนี้<P>\nข้าไม่อยากจะเป็นคนเดียว\nที่ตั้งใจเต็มที่หรอกนะ
E0101_00_006_a_10	ข้าจะทำให้เต็มที่\nเหมือนเจ้าแน่นอน!
E0101_00_006_a_11	ต้องอย่างนี้สิ<P>\nเราต้องนอนพักกันสักหน่อย\nพรุ่งนี้เราต้อง\nออกเดินทางกันแต่เช้า
E0002_00_009_a_01	(CECIL)!
E0002_00_009_a_02	ขอบคุณพระเจ้า\nที่เจ้าปลอดภัย\nข้าเป็นห่วงมาก\nเจ้าจากไปกะทันหัน
E0002_00_009_a_03	พวกเราปลอดภัยดี ข้าเสียใจที่\nไม่สามารถพูดแบบเดียวกันนี้แทน\nชาวมิซิเดียที่เรา\nเพิ่งไปเข่นฆ่ามา...
E0002_00_009_a_06	(CECIL)!
E0002_00_009_a_04	ไว้ข้าจะไปหาเจ้าทีหลังนะ
E0002_00_009_a_05	อืม...
E0003_00_004_a_01	เอ้าๆๆ ดูซิว่าใครมา\n(ROZA)เป็นห่วงเจ้ามากเลยนะ
E0003_00_004_a_02	อย่าทำกับนาง\nอย่างนั้นอีกล่ะ รู้ไหม?<P>\nแล้วเรือเหาะของข้า\nเป็นอย่างไรบ้าง? ข้าว่า\nเจ้ากับพวกทึ่มนั่นต้อง\nพังมันเละไปแล้วแน่ ๆ<P>\nเอ้า เป็นอะไรไป เจ้าหนู?
E0003_00_004_a_03	คือ...
E0003_00_004_a_04	อะไรนะ!? องค์ราชา\nทรงลดตำแหน่งเจ้ารึ?<P>\nแล้วกองทัพปีกแดงล่ะ?\nมันต้องโกลาหลแน่\nถ้าไม่มีเจ้า!<P>\nคิดๆดูแล้ว องค์ราชา\nบางครั้งก็ทรงทำตัว\nประหลาดนัก<P>\nฝ่าบาทรับสั่งให้ข้าสร้าง\nเรือเหาะเพื่อฆ่าคน!\nทุกคนต่างกังวล\nเกี่ยวกับพระองค์...<P>\nเอาเถอะ ระวังตัวให้ดีล่ะ!\nรีบทำภาระกิจให้เสร็จ\nแล้วกลับมาอย่างปลอดภัย<P>\n...โอ๊ะ ข้าต้อง\nกลับบ้านแล้ว! ลูกสาวข้า\nต้องฆ่าข้าแน่ถ้าข้ายัง\nไม่กลับไปล่ะก็!
E0004_00_014_a_01	ข้าเปลี่ยนผ้าปูให้ท่าน\nแล้วเจ้าค่ะ ได้ยินว่าท่าน\nต้องออกเดินทางแต่เช้า\nราตรีสวัสดิ์เจ้าค่ะ
E0005_00_015_a_01	เกิดอะไรขึ้นกับองค์ราชา\nกันนะ? พระองค์อยาก\nครอบครองคริสตัลแม้ว่า\nจะทรงมีอยู่แล้ว<P>\nและดูเหมือนจะทรงใช้ทุก\nวิธีเพื่อให้ได้พวกมันมา..\nอย่างไรเสีย ข้าไม่อาจ\nขัดขืนพระองค์<P>\nข้าจะขัดขืนชายที่\nเลี้ยงดู(CAIN)กับข้ามาดุจ\nลูกของตนเองได้อย่างไร?\nอัศวินผู้กล้าที่ข้าเคารพ<P>\nและนับถือมาตั้งแต่ยัง\nเป็นเด็กน่ะหรือ? ข้าจะไม่\nทรยศพระองค์ ข้าทำไม่ได้
E0005_00_015_a_14	(CECIL)!
E0005_00_015_a_02	เกิดอะไรขึ้นหรือ?\nเจ้าเพิ่งกลับมาจาก\nมิซิเดีย แล้วตอนนี้เจ้า\n\nต้องจากไปไกลเพื่อสู้รบกับ\nสัตว์อสูรอีกหรือ?\nมันกะทันหันเกินไป
E0005_00_015_a_03	ทุกอย่างราบรื่นดี
E0005_00_015_a_04	(CECIL) มองข้าสิ
E0005_00_015_a_05	...ที่มิซิเดีย พวกเราฆ่า\nผู้บริสุทธิ์เพื่อแย่งชิง\nคริสตัลของพวกเขา\nมันเลวร้ายมาก<P>\nข้าคิดว่านี่คงจะเป็นชะตา\nของข้าที่เป็นอัศวินแห่ง\nความมืด อีกไม่นาน ข้าคง<P>\nไม่รู้สึกเสียใจต่อ\nการกระทำของตัวเองอีก
E0005_00_015_a_06	เจ้าและข้าต่างรู้ดีว่า\nมันจะไม่เกิดขึ้น
E0005_00_015_a_07	ข้าขัดขืนองค์ราชาไม่ได้..\nข้าช่างเป็นคนขี้ขลาด\nที่น่าสมเพช
E0005_00_015_a_08	(CECIL)ที่ข้ารู้จักจะไม่\nคร่ำครวญอย่างนี้แน่! <P>\n(CECIL)ที่ข้ารัก...
E0005_00_015_a_09	เจ้าต้องเดินทางไป\nหมู่บ้านแห่งหมอกเช้าตรู่\nพรุ่งนี้ใช่ไหม?
E0005_00_015_a_10	ใช่ แต่ไม่ต้องกังวลหรอก\n(CAIN)ก็ไปด้วย
E0005_00_015_a_11	ข้าจะไม่เป็นไร เชื่อสิ
E0005_00_015_a_12	ต้องกลับมาหาข้า\nอย่างปลอดภัยนะ
E0005_00_015_a_13	ขอบคุณ(ROZA)...<P>\nที่จริงในฐานะของอัศวิน\nแห่งความมืด เจ้าก็รู้ว่า\nเราไม่อาจอยู่ด้วยกัน\nได้จริง...
E0006_00_005_a_01	เอาล่ะ เจ้าพร้อมเข้าสู่\nการต่อสู้จริงแล้วหรือยัง?
E0006_00_005_a_02	พร้อมเสมอ
E0006_00_005_a_03	นำทาง
E0033_00_005_a_01	ท่าน(CECIL)!
E0033_00_005_a_02	ดีจริงที่ท่านกลับมา
E0033_00_005_a_03	ไบแกน เจ้าคงไม่ได้...
E0033_00_005_a_04	เกิดอะไรขึ้นหรือ?
E0033_00_005_a_05	เจ้าก็รับใช้กอลเบซหรือ?
E0033_00_005_a_06	ไม่มีวัน! ในฐานะกัปตันของ\nองครักษ์หลวง ข้าจงรัก\nภักดีต่อบารอนเท่านั้น
E0033_00_005_a_07	(CID)อยู่ที่ไหนหรือ? ข้าได้ยินว่าเขาโดนจับเป็นนักโทษ
E0033_00_005_a_08	ข้าเองก็ตามหาเขาอยู่\nแต่ข้ากับคนของข้าถูกโจมตี\nมีเพียงข้าที่รอดมาได้...
E0033_00_005_a_09	อย่างนั้นหรือ งั้นเจ้าควร\nเข้าร่วมกับพวกเรา
E0033_00_005_a_10	เป็นเกียรติอย่างยิ่ง
E0033_00_005_a_11	กัปตันไบแกนแห่ง\nองครักษ์หลวง\nได้เข้าร่วมทีมแล้ว
E0033_00_005_a_12	มีอะไรหรือ?
E0033_00_005_a_13	มีบางอย่างผิดปกติ
E0033_00_005_a_14	ใช่ ข้ารู้สึกถึงอันตราย
E0033_00_005_a_15	อะไรนะ!? พวก...\nปีศาจ...หรือ?
E0033_00_005_a_16	โอ้ ข้าไม่เชื่อท่านเลย
E0033_00_005_a_17	ไม่ได้อยากจะดูหมิ่นท่าน\nหรอกนะ แต่การแสดงของท่าน\nไม่เนียนเลยสักนิด
E0033_00_005_a_18	ไบแกน! เจ้าก็ทรยศ\nบารอนด้วยเรอะ!?
E0033_00_005_a_19	ความปรารถนาของกอลเบซก็คือ\nความปรารถนาของบารอน\nและเขาก็มอบพลังอัศจรรย์\nให้ข้าด้วย ดูซะ!
E0033_01_005_a_01	เหอะ! ไม่เห็นมีอะไรเลย!
E0033_01_005_a_02	ไบแกนดูภักดีตลอดมาแท้ๆ...
E0034_00_008_a_01	(CECIL) เจ้ากลับมาแล้ว!\n(CECIL)ข้าดีใจที่เห็นเจ้าปลอดภัย
E0034_00_008_a_02	ขอบพระทัย
E0034_00_008_a_03	ข้าเห็นว่าเจ้ากลายเป็น\nอัศวินศักดิ์สิทธิ์แล้ว\n\n\nอัศวินศักดิ์สิทธิ์แทบ\nไม่มีประโยชน์ อัศวิน\nแห่งความมืดยังมีค่า\nกับเรามากกว่า
E0034_00_008_a_04	ฝ่าบาท?
E0034_00_008_a_05	ฝ่าบาทไหน? โอ้ เจ้าคง\nหมายถึงไอ้แก่งี่เง่าที่\nปฏิเสธจะให้อาณาจักรของตน\nยอมแพ้น่ะรึ<P>\nฮ่าๆๆ ข้าเพลิดเพลินกับ\nการปลอมเป็นเจ้านั่นจริงๆ
E0034_00_008_a_06	เจ้าทำอะไรองค์ราชา!?
E0034_00_008_a_07	เดี๋ยวเจ้าก็จะได้\nเจอมันแล้ว โอ้ ฝากความ\nคิดถึงของข้าไปให้<P>\nสคาร์มิโลเนด้วยล่ะ\nถ้าเจอมันในนรก<P>\nเจ้าคนอ่อนแอนั่นไม่สมควร\nจะเป็นหนึ่งใน\nเจ้าแห่งธาตุทั้งสี่<P>\nพวกเราคนอื่นที่เหลือ\nล้วนมีพลังมากกว่ามัน
E0034_00_008_a_08	แล้วเจ้าคือ...!?
E0034_00_008_a_09	ฟังให้ดี! ข้าคือ\nเจ้าแห่งน้ำ แคกนาซโซ!
E0034_00_008_b_01	กระแสน้ำเชี่ยวเริ่มก่อตัว!
E0034_00_008_b_02	สร้างเกราะกำบัง!
E0034_00_008_b_03	สายฟ้าทำลายเกราะกำบัง!
E0034_01_008_a_01	ไอ้คนหลอกลวงต่ำช้า!
E0034_01_008_a_02	เจ้าต้องโดนข้าตั๊นหน้า\nที่เอาข้ามาขังไว้\nในที่สกปรกแบบนี้!<P>\n...โอ๊ะ?
E0034_01_008_a_03	(CID)!
E0034_01_008_a_04	(CECIL)รึ? เจ้ายังไม่ตาย!\nข้าเป็นห่วงแทบแย่!
E0034_01_008_a_05	ข้าขอโทษ...
E0034_01_008_a_06	(ROZA)ล่ะ!? นางตามเจ้าไป\nเพื่อพิสูจน์ว่า\nพวกเจ้ายังไม่ตาย
E0034_01_008_a_07	กอลเบซจับนางไป...
E0034_01_008_a_08	ว่าไงนะ!? เจ้าปล่อยให้\nเกิดขึ้นได้อย่างไร?<P>\nพูดถึงกอลเบซ...มันทำลาย\nเรือเหาะข้าแล้วนี่ยังจับ(ROZA)ไปอีก!
E0034_01_008_a_09	และนางยังอยู่ในอันตราย\nเจ้าหยุดพูดพล่ามแล้วพา\nพวกเราไปที่เรือเหาะ\nของเจ้าได้แล้ว!
E0034_01_008_a_10	ตาแก่อวดดีนี่เป็นใคร?
E0034_01_008_a_11	เจ้าก็เหมือนกันนั่นแหละ!
E0034_01_008_a_12	ว่าไงนะ!? ข้าอายุแค่\nครึ่งของเจ้าเท่านั้น!
E0034_01_008_a_13	หยุดเถิด! นี่ไม่ใช่เวลา\nมาทะเลาะกัน โปรดให้ข้าได้\nแนะนำนักปราชญ์\nผู้ยิ่งใหญ่ (TELLA)
E0034_01_008_a_14	และนี่คือปรมาจารย์(YANG)\nนักบวชระดับสูงแห่งฟาบูล<P>\nข้าคือ(POLOM)นักเวทฝึกหัด\nจากมิซิเดีย
E0034_01_008_a_15	ว้าว นี่เรามีคนแก่\nเพิ่มมาอีกหนึ่งแล้วสิ...
E0034_01_008_a_16	เจ้าเด็กปากเสียนั่นคือ\nน้องชายฝาแฝดของข้า (PALOM)
E0034_01_008_a_17	เจ้าคนดี!
E0034_01_008_a_18	เป็นเกียรติที่ได้พบท่าน
E0034_01_008_a_19	เจ้าเป็นเด็กที่\nมีมารยาทดีจริงๆ
E0034_01_008_a_20	(CID) เรือเหาะลำใหม่ของท่าน\nอยู่ที่ไหนล่ะ?
E0034_01_008_a_21	หึหึ
E0034_01_008_a_22	ในที่ที่ไม่มีใครสงสัยไงล่ะ
E0034_01_008_a_23	พวกเราต้องรีบแล้ว! ชีวิต\nของ(ROZA)ตกอยู่ในอันตราย!
E0034_01_008_a_24	ข้ารู้ๆ! เจ้าไม่ต้อง\nตะโกนน่า เราไม่ได้หูหนวก\nเเบบเจ้าซักหน่อย<P>\nทุกคนตามข้ามา
E0034_02_007_a_01	ฮ่าๆๆๆ...<P>\nเจ้าอาจชนะข้าได้ แต่เจ้า\nยังไม่รู้จักแคกนาซโซดี<P>\nไปปรโลกด้วยกันกับข้าเถอะ!
E0034_02_007_a_02	กำแพง!
E0034_02_007_a_03	โดนปิดไปแล้ว!
E0034_02_007_a_04	ด้านนี้ก็ปิดเหมือนกัน!
E0034_02_007_a_05	(PALOM)! (POLOM)!
E0034_02_007_a_06	ข้าว่าคงมีเพียงอย่างเดียว\nที่ต้องจัดการ
E0034_02_007_a_07	(CECIL) ข้ายินดีนักที่ได้\nเป็นเพื่อนกับเจ้า
E0034_02_007_a_08	เจ้าทั้งสองคนอย่าได้\nทำอะไรไม่ยั้งคิด!
E0034_02_007_a_09	เราจะไม่ยอมปล่อย\nให้เจ้าตาย!
E0034_02_007_a_10	พวกเราขอขอบคุณทุกสิ่ง\nที่ท่านได้สั่งสอนพวกเรา\nท่านนักปราชญ์(TELLA)
E0034_02_007_a_11	พร้อมมั้ย (POLOM)?
E0034_02_007_a_12	พร้อม!
E0034_02_007_a_13	ไม่!
E0034_02_007_a_14	เบรค!
E0034_02_007_a_15	(PALOM)!
E0034_02_007_a_16	(POLOM)!
E0034_02_007_a_17	เดี๋ยว! ข้ารู้วิธีรักษา!<P>\nเอซูนา!
E0034_02_007_a_18	คาถาไม่มีผล เพราะฝาแฝด\nต่างเต็มใจที่จะ\nกลายเป็นหิน
E0034_02_007_a_19	เจ้าพวกโง่! ต้องเป็นข้า\nที่เสียสละ ไม่ใช่พวกเจ้า\n--ข้าก็แค่ตาแก่คนหนึ่ง!
E0034_02_007_a_20	ยกโทษให้ข้าด้วย\nทั้งสองคน...
E0034_02_007_a_21	ข้าจะแก้แค้นให้\nพวกเจ้าทั้งคู่ ข้าสาบาน!
E0034_02_007_a_22	ได้เวลาเอาคืนแล้ว! ไปที่\nเรือเหาะเอ็นเตอร์ไพรส์!
E0034_02_007_a_23	ข้าจะจัดการเจ้า...
E0034_02_007_a_24	...กอลเบซ!
E0034_04_006_a_01	แต่ที่นี่ไม่มีอะไรเลย
E0034_04_006_a_02	ที่ซ่อนที่ดีที่สุดคือ\nที่ที่ไม่โดดเด่น!
E0034_06_327_a_01	เจ้าซ่อนมันไว้\nข้างล่างนี่หรือ?
E0034_06_327_a_02	เหลือเชื่อ...
E0034_06_327_a_03	สวยใช่ไหม? เอาล่ะ\nมาเดินเครื่องเรือเหาะ\nเอ็นเตอร์ไพรส์กัน!
E0034_08_323_a_01	สถานีต่อสู้ ทุกคน!\nได้เวลาปล่อยพลังแห่ง\nเอ็นเตอร์ไพรส์แล้ว!
E0034_08_323_a_02	เดี๋ยวก่อน!
E0034_08_323_a_03	นั่นอะไรน่ะ?
E0034_08_323_a_04	เหมือนจะเป็นธงสีขาว...
E0034_10_324_a_01	(CAIN)!
E0034_10_324_a_02	เฮ้! เจ้ายังไม่ตาย
E0034_10_324_a_03	(CAIN)! ไอ้ตัวหนอน!
E0034_10_324_a_04	(ROZA)ปลอดภัยดีหรือเปล่า?
E0034_10_324_a_05	ถ้าเจ้าต้องการนางคืน\nจงนำคริสตัลแห่งดิน\nมาให้ข้า
E0034_10_324_a_06	อะไรนะ!?
E0034_10_324_a_07	เจ้าสุนัขไร้ยางอาย!
E0034_10_324_a_08	เราจะคุยกันอีกครั้ง\nหลังจากเจ้าได้คริสตัล\nมาครองแล้ว<P>\nและถ้า(ROZA)มีความหมายต่อเจ้า\nล่ะก็ เจ้าต้องนำ\nคริสตัลนั่นมา
E0034_10_324_a_09	ทำไมเจ้า...
E0034_10_324_a_10	ตื่นได้แล้ว (CAIN)!
E0034_10_324_a_11	ข้าไม่มีอะไรจะพูด\nกับเจ้าแล้ว
E0034_12_323_a_01	(CECIL)...
E0034_12_323_a_02	ไอ้ชาติชั่วนั่น...
E0034_12_323_a_03	(CID)ไปทางตะวันตกเฉียงเหนือ..\nไปยังทรอยอา
E0044_02_015_a_01	ที่นี่...
E0044_02_015_a_02	มันคือห้องของท่าน\nในเมืองบารอน
E0044_02_015_a_03	ตอนนี้เราจัดการ\nราชาตัวปลอมได้แล้ว\nไม่มีอะไรให้ต้องห่วง
E0044_02_015_a_04	(CECIL) มีบางสิ่งที่ข้า\nต้องบอกเจ้า...
E0044_02_015_a_05	อะไรหรือ?
E0044_02_015_a_06	เกี่ยวกับคริสตัล
E0044_02_015_a_07	เราเสียคริสตัลแห่งดินของ\nทรอยอาให้แก่กอลเบซไปแล้ว\nซึ่งหมายถึงตอนนี้เขา\nครอบครองคริสตัลครบทั้งหมด
E0044_02_015_a_08	ไม่เชิง เขามีแค่\nสี่ชิ้นเท่านั้น
E0044_02_015_a_09	เจ้าหมายความว่ามันมี\nมากกว่านั้นรึ?
E0044_02_015_a_10	ข้าเคยได้ยินตำนาน แต่มัน\nไม่น่าจะเป็นความจริง!
E0044_02_015_a_11	เจ้าล้อเล่นใช่ไหม...
E0044_02_015_a_12	เป็นความจริง คริสตัล\nแห่งความมืดมีอยู่จริง
E0044_02_015_a_13	สมเหตุสมผล ขนาดโลก\nของเรายังมีคริสตัล\nแห่งแสงสว่างเลย
E0044_02_015_a_14	แล้วคริสตัลแห่งความมืด\nเหล่านั้นอยู่ที่ไหน?
E0044_02_015_a_15	บางทีอาจจะอยู่ใน\nโลกอื่นกระมัง?
E0044_02_015_a_16	ถูกต้อง เจ้าก็เห็นว่า\nกอลเบซมีคริสตัล\nอยู่เพียงครึ่งเดียว
E0044_02_015_a_17	ตอนนี้พวกเราก็รู้แล้วว่า\nมันมีอยู่จริง แต่เราจะหา\nพวกมันเจอได้อย่างไร?
E0044_02_015_a_18	กอลเบซรู้ตำแหน่งของพวกมัน
E0044_02_015_a_19	งั้นพวกเราไม่มีเวลา\nเหลือแล้ว! พวกมัน\nอยู่ที่ไหน?
E0044_02_015_a_20	พวกมันอยู่ใต้ผืนดิน...\nในโลกใต้พิภพ
E0044_02_015_a_21	เป็นไปไม่ได้!
E0044_02_015_a_22	ใต้ดิน? เจ้าแน่ใจหรือ?
