SPEAKER_01	？？？？
E0001_03_342_a_01	我們赤翼隊，\n是巴隆王國引以為豪的飛空艇軍團！\n怎能掠奪弱者！
E0001_03_342_a_02	別再說了……
E0001_03_342_a_03	可是，隊長！
E0001_03_342_a_04	密西迪亞的魔法師們毫無抵抗！\n我們卻傷害了他們！
E0001_03_342_a_05	大家，聽好了……\n為了使我國繁榮昌盛，\n無論如何也要得到水晶。<P>\n陛下認為密西迪亞的魔法師們\n對水晶的秘密瞭解得太多……<P>\n我們是巴隆王國飛空艇軍團赤翼隊！\n我們必須絕對服從陛下的命令……
E0001_03_342_a_06	隊長……
E0001_03_342_a_07	隊長……魔物來襲了！
E0001_03_342_a_08	全體成員，準備迎擊！
E0001_04_342_a_01	嗚哇！
E0001_04_342_a_02	你沒事吧？！
E0001_04_342_a_03	更多怪物來襲了！
E0001_04_342_a_04	唔……
E0001_05_342_a_01	各位沒事吧？
E0001_05_342_a_02	嗯！
E0001_05_342_a_03	不過，最近魔物的數量……
E0001_05_342_a_04	確實太多了。
E0001_05_342_a_05	這是否是大事發生的先兆？
E0001_05_342_a_06	我們已經到達巴隆！
E0001_05_342_a_07	好的，做好著陸準備。
E0001_07_004_a_01	哎呀，您順利得到了密西迪亞的水晶啦。
E0001_07_004_a_02	可是……\n密西迪亞的人民完全沒有抵抗……
E0001_07_004_a_03	如今，無人能抵抗我巴隆王國。\n陛下已等候您多時了。
E0001_10_007_a_01	(CECIL)閣下，\n請稍等。
E0001_11_008_a_01	陛下……\n(CECIL)那傢伙似乎對陛下持有懷疑的態度……
E0001_11_008_a_02	什麼？你所言為真？！\n不愧為近衛軍隊長，及時通知了寡人。\n不過，寡人只需得到水晶。\n速速給我傳喚(CECIL)。
E0001_11_008_a_03	遵命。
E0001_11_008_a_04	(CECIL)閣下，\n陛下傳喚您，請進。
E0001_11_008_a_05	辛苦你了，(CECIL)。\n把水晶帶回來了嗎？
E0001_11_008_a_06	是，水晶在這裡。
E0001_11_008_a_07	把「水之水晶」交給了國王。
E0001_11_008_a_08	應該是真貨。
E0001_11_008_a_09	哎呀，多麼耀眼！\n你可以退下了，(CECIL)。
E0001_11_008_a_10	陛下！
E0001_11_008_a_11	怎麼了，你還有何事？
E0001_11_008_a_12	你竟敢對陛下無禮！
E0001_11_008_a_13	陛下究竟有何用意？\n大家都對陛下的改變感到疑惑。
E0001_11_008_a_14	是以你為首吧？
E0001_11_008_a_15	！！\n絕無此事！
E0001_11_008_a_16	你以為寡人一無所知嗎！\n寡人曾多次提拔你，\n你竟然不信任寡人……<P>\n非常遺憾。\n寡人不能讓你繼續領導赤翼隊了。\n現解除你的飛空艇部隊長一職！
E0001_11_008_a_24	陛下！
E0001_11_008_a_17	與之代替，給予你討伐幻獸的任務。\n據說，有一隻幻獸出沒在霧之穀附近。<P>\n打倒那隻魔物，\n把炸彈戒指送往迷霧村。\n明早出發！
E0001_11_008_a_18	請慢！
E0001_11_008_a_19	(CECIL)絕無此等想法。
E0001_11_008_a_20	哦，(CAIN)。\n既然如此袒護那傢伙，\n你便與(CECIL)同行吧。
E0001_11_008_a_25	陛下！
E0001_11_008_a_21	寡人已無事可告！\n拿著這枚戒指退下！
E0001_11_008_a_22	獲得了「炸彈戒指」。
E0001_11_008_a_23	陛下！
E0001_12_006_a_01	抱歉，(CAIN)……沒想到連累了你啊……
E0001_12_006_a_02	別放在心上。\n只要我們打敗那隻幻獸，\n陛下也許就會原諒你的。\n那么你就能回歸赤翼隊啦。
E0001_12_006_a_03	……
E0001_12_006_a_04	你剛從密西迪亞回來吧。\n一切準備都交給我，\n你要好好休息。
E0101_00_006_a_01	怎麼了？
E0101_00_006_a_02	抱歉，(CAIN)……
E0101_00_006_a_03	為何還在道歉？\n真不像你。
E0101_00_006_a_04	我受陛下之命，\n練就了暗黑劍的究極招術……\n但這並不應該是為了從無罪之人手中掠奪一切。
E0101_00_006_a_05	別這麼責備自己。\n陛下一定有他的想法。
E0101_00_006_a_06	真羡慕你啊，(CAIN)……
E0101_00_006_a_07	我的父親曾經也是一位龍騎士。\n如果練就了暗黑劍的究極招術，軍銜也會上升，\n但我還是更適合龍騎士一職。<P>\n而且，只要我身為龍騎士，\n似乎就能無時不刻地感受到\n兒時與我死別的父親的存在……
E0101_00_006_a_08	……
E0101_00_006_a_09	哼，說這些話真不像我的風格。<P>\n別亂想了。\n這樣下去你會喪失幹勁。\n你難道要把討伐幻獸之任交予我一人嗎？
E0101_00_006_a_10	我不會輸的！
E0101_00_006_a_11	明天得早起，\n早點休息吧。
E0002_00_009_a_01	(CECIL)！
E0002_00_009_a_02	你沒事真好。\n因為這次任務過於緊急，我很擔心。
E0002_00_009_a_03	我們都平安無事。\n面對毫無抵抗的魔法師，\n不可能受傷。
E0002_00_009_a_06	(CECIL)！
E0002_00_009_a_04	待會我去你的房間……
E0002_00_009_a_05	好……
E0003_00_004_a_01	哎呀，(CECIL)你回來啦！
E0003_00_004_a_02	(ROZA)很擔心你啊！\n(CECIL)，聽好了！\n如果讓(ROZA)哭的話，老夫可不會原諒你！<P>\n話說回來，老夫可愛的飛空艇們沒事吧？\n真是的！你的部下們太粗魯了。<P>\n嗯？為啥陰沉著一副臉？
E0003_00_004_a_03	(CID)，其實……
E0003_00_004_a_04	你說什麼？！你要去討伐幻獸？\n除你之外，還有誰能統率赤翼隊！<P>\n唉，最近陛下究竟怎麼了……\n陛下讓我製作具有更高機動力和火力的新型飛空艇……<P>\n但老夫之所以製造飛空艇，\n並不是要把它們變成戰爭工具！\n村民們都對巴隆的變化感到不安……<P>\n注意安全。\n不過，你的身手應該用不著我擔心吧。<P>\n再見，我久違地回趟家吧。\n最近總是在外過夜，女兒吵著要我回家。
E0004_00_014_a_01	我換好了床單。\n明早就要出發了吧……\n今晚請好好休息。
E0005_00_015_a_01	陛下究竟發生了什麼變化？\n收留了無親無故的我和(CAIN)的陛下，\n曾是一名名揚四海的騎士……<P>\n陛下是如此堅強而和善的人……\n為何要奪取密西迪亞的水晶……\n那水晶真的有必須從毫無抵抗的魔法師手中\n強行奪取的價值嗎？<P>\n縱使這是陛下的命令……\n我仍然認為不該做出這等事……
E0005_00_015_a_14	(CECIL)！
E0005_00_015_a_02	究竟發生了什麼？\n你突然前往密西迪亞辦事，\n剛回來卻又要去討伐幻獸……<P>\n密西迪亞究竟發生什麼了……
E0005_00_015_a_03	不，沒什麼……
E0005_00_015_a_04	那麼，你好好看著我的眼睛。
E0005_00_015_a_05	我……在密西迪亞……\n從無罪之人手中奪走了水晶！<P>\n和我這身暗黑騎士的裝扮一樣……\n我的內心也被染黑了……
E0005_00_015_a_06	你並不是那種人……
E0005_00_015_a_07	我是連不合常理的命令也無法反抗的膽小的暗黑騎士……
E0005_00_015_a_08	赤翼隊的(CECIL)是不會如此示弱的！\n我喜歡的(CECIL)不是這樣的人……
E0005_00_015_a_09	這次你要前往霧之穀討伐幻獸吧？\n萬一你出了什麼事，我可怎麼辦……
E0005_00_015_a_10	無需擔心……\n(CAIN)和我在一起。
E0005_00_015_a_11	不早了……\n妳去休息吧。
E0005_00_015_a_12	保重！
E0005_00_015_a_13	(ROZA)，謝謝妳……\n但是……現在的我已經……
E0006_00_005_a_01	(CECIL)，我們出發吧。
E0006_00_005_a_02	(CAIN)，就靠你了。
E0006_00_005_a_03	包在我身上吧。
E0033_00_005_a_01	(CECIL)閣下！
E0033_00_005_a_02	您平安無事嗎？
E0033_00_005_a_03	貝迦恩……\n果然你也……
E0033_00_005_a_04	我怎麼了？
E0033_00_005_a_05	被高貝扎操縱了……
E0033_00_005_a_06	我是管理近衛軍的人。\n我對巴隆的忠誠，\n可沒輕率到隨隨便便落入敵人的圈套。
E0033_00_005_a_07	你聽說了(CID)被捕的消息嗎？
E0033_00_005_a_08	我想要率領餘下的近衛軍助他一臂之力……\n但只有我自己活下來了……
E0033_00_005_a_09	原來如此……\n那麼，我們一起上路吧！\n有你在我身邊，我就放心了。
E0033_00_005_a_10	好的！
E0033_00_005_a_11	「近衛軍隊長貝迦恩」成為了同伴！
E0033_00_005_a_12	怎麼了？
E0033_00_005_a_13	我嗅到了某種味道。
E0033_00_005_a_14	嗯，魔物的味道撲鼻而來……
E0033_00_005_a_15	什麼？！在哪裡？
E0033_00_005_a_16	嘔，臭死了！
E0033_00_005_a_17	要演戲的話，\n希望你能演得更好一點。
E0033_00_005_a_18	果然你也被高貝扎……
E0033_00_005_a_19	請別用這種口氣對我說話……\n那個人賜予了我們非常棒的東西……\n如此了不得的力量！
E0033_01_005_a_01	大哥哥你太嫩了！
E0033_01_005_a_02	貝迦恩也被操縱了……
E0034_00_008_a_01	(CECIL)，你沒事吧！\n變得這么強大了啊。
E0034_00_008_a_02	陛下……
E0034_00_008_a_03	哎呀，這是聖騎士啊！\n哦，你成為聖騎士了嗎。\n不過，竟然變成了聖騎士……糟了。
E0034_00_008_a_04	陛下……\n不，巴隆王！
E0034_00_008_a_05	巴隆王？\n咕喀喀喀……那是誰啊？<P>\n哦，原來如此，我想起來了。\n的確這個愚蠢的人說過，\n絕不把這個國家交出來。<P>\n所以我變成了他的模樣……\n哈哈哈哈！
E0034_00_008_a_06	你竟然把陛下……
E0034_00_008_a_07	想與他見面嗎？\n想見國王嗎？<P>\n我可不會像斯卡米留尼一樣輸得那麼難看。<P>\n總而言之，那傢伙雖然是四天王的一員，\n卻弱得不像話。<P>\n哇哈哈哈哈！
E0034_00_008_a_08	這麼說來，你也是……
E0034_00_008_a_09	正是……我是高貝扎四天王之一，\n水之凱納槽！
E0034_00_008_b_01	開始集中水源！
E0034_00_008_b_02	躲進殼裡開始防禦！
E0034_00_008_b_03	雷屬性攻擊打破了防護罩！
E0034_01_008_a_01	你這個冒牌巴隆王！
E0034_01_008_a_02	竟敢把老夫關進那種彌漫著黴臭味的地方！\n看老夫把你打得再也站不起來！<P>\n咦？
E0034_01_008_a_03	(CID)！
E0034_01_008_a_04	(CECIL)嗎！\n你活下來了啊！\n真會讓人操心，你這傢伙……
E0034_01_008_a_05	抱歉。
E0034_01_008_a_06	(ROZA)怎麼了？！\n她相信你還活著就跑出去了……
E0034_01_008_a_07	(ROZA)她……被高貝扎抓走了……
E0034_01_008_a_08	蠢蛋！你守護在她身邊，\n怎麼也會發生這等事！<P>\n不過，高貝扎那傢伙……\n不僅利用老夫的飛空艇幹盡壞事，\n還把(ROZA)給擄走了！
E0034_01_008_a_09	那個女孩有危險。\n速速讓你自豪的飛空艇帶路！
E0034_01_008_a_10	你這無禮的老頭有何貴幹？！
E0034_01_008_a_11	我才不想被你這麼說！
E0034_01_008_a_12	你說什麼？！老夫還年輕得很呢！
E0034_01_008_a_13	哎呀。\n您就是(CID)大人吧。<P>\n這位是(TELLA)大人。\n是一位偉大的賢者。
E0034_01_008_a_14	這位是法布爾王國的武僧長老(YANG)大人。<P>\n我是密西迪亞的見習魔法師(POLOM)。
E0034_01_008_a_15	哎喲，兩個老頭子……
E0034_01_008_a_16	那個毒舌的男孩是我的雙胞胎弟弟(PALOM)。
E0034_01_008_a_17	嘁，裝什麼好孩子！
E0034_01_008_a_18	初次見面。\n這裡非常危險，我們儘快撤退為好……
E0034_01_008_a_19	你還真有禮貌呢！
E0034_01_008_a_20	(CID)，\n新型飛空艇在哪兒？
E0034_01_008_a_21	呼呼呼……
E0034_01_008_a_22	在無人知道的地方！\n我稍微做了點手腳。
E0034_01_008_a_23	不是說了沒時間了嗎！\n這可是關係到(ROZA)的性命！
E0034_01_008_a_24	真是個囉嗦的老頭！\n這種事情我當然知道！<P>\n來，往這邊走！
E0034_02_007_a_01	咕喀喀喀……\n你們竟能打倒我。\n不過，我可是個害怕寂寞的主。<P>\n咕喀喀喀……\n讓你們嘗嘗死後變得更加可怕的水之凱納槽的力量吧……\n好好品嘗這份恐懼然後去死！<P>\n我會先去地獄等著你們的！\n哈哈哈哈！
E0034_02_007_a_02	這牆！
E0034_02_007_a_03	打不開了！
E0034_02_007_a_04	這邊也打不開了！
E0034_02_007_a_05	(PALOM)！\n(POLOM)！
E0034_02_007_a_06	大哥哥，謝謝你！
E0034_02_007_a_07	彷彿擁有了一個哥哥，\n我很開心哦！
E0034_02_007_a_08	你們要幹什麼！
E0034_02_007_a_09	我們不會讓你們死在這裡的！
E0034_02_007_a_10	(TELLA)大人！\n(CECIL)先生就拜託您了！
E0034_02_007_a_11	(POLOM)，我們上！
E0034_02_007_a_12	嗯！
E0034_02_007_a_13	住手啊！
E0034_02_007_a_14	石化！！
E0034_02_007_a_15	(PALOM)……
E0034_02_007_a_16	(POLOM)……
E0034_02_007_a_17	竟然使用石化魔法讓自己石化！\n等我來解救你們……<P>\n復原！
E0034_02_007_a_18	「由於這是由兩人的意志而形成的\n石化狀態所以魔法無效。」
E0034_02_007_a_19	真是兩個笨蛋……\n死掉的應該是我這個老糊塗！
E0034_02_007_a_20	他們還是孩子啊……
E0034_02_007_a_21	我會為你們報仇雪恨！
E0034_02_007_a_22	為弔唁他們而出戰！\n啟動企業號！！
E0034_02_007_a_23	給我等著……
E0034_02_007_a_24	高貝扎！
E0034_04_006_a_01	在這種地方嗎？
E0034_04_006_a_02	這就叫照遠不照近！
E0034_06_327_a_01	沒想到居然在這種地方……
E0034_06_327_a_02	好厲害！
E0034_06_327_a_03	讓你久等了，企業號……\n輪到你出場了！
E0034_08_323_a_01	我們趕緊出發吧！\n讓他們好好瞧瞧企業號的力量！
E0034_08_323_a_02	慢著！
E0034_08_323_a_03	那是……
E0034_08_323_a_04	白旗？！
E0034_10_324_a_01	(CAIN)！
E0034_10_324_a_02	(CECIL)……你果然還活著嗎……
E0034_10_324_a_03	(CAIN)！你到底有何企圖？！
E0034_10_324_a_04	(ROZA)在哪兒……她平安無事吧？
E0034_10_324_a_05	呵，這麼擔心她嗎？\n若你想救(ROZA)的命，\n便取回特羅亞的「土之水晶」與其交換。
E0034_10_324_a_06	你說什麼？
E0034_10_324_a_07	太卑鄙了！
E0034_10_324_a_08	等你得到那顆水晶，我會再次與你聯絡……\n聽好了，一定要取回水晶。\n為了保證(ROZA)的人身安全……
E0034_10_324_a_09	混帳！
E0034_10_324_a_10	(CAIN)，快醒醒！！
E0034_10_324_a_11	我們要說的只有這些……
E0034_12_323_a_01	(CECIL)閣下！
E0034_12_323_a_02	(CAIN)那傢伙！
E0034_12_323_a_03	向特羅亞出發！\n(CID)，往西北方向前進！
E0044_02_015_a_01	這裡是……
E0044_02_015_a_02	你在巴隆城中的房間哦。
E0044_02_015_a_03	你已經打倒了假國王，\n我們可以放心了！
E0044_02_015_a_04	(CECIL)……\n有些話我必須對你說……
E0044_02_015_a_05	什麼？
E0044_02_015_a_06	是關於水晶的事情……
E0044_02_015_a_07	從特羅亞王國借來的土之水晶也被奪走了……<P>\n這樣一來，\n高貝扎便集齊了所有水晶。
E0044_02_015_a_08	不，他們還只收集了４顆水晶……
E0044_02_015_a_09	水晶不是只有４顆嗎……
E0044_02_015_a_10	話說回來，我聽到了某件傳聞！
E0044_02_015_a_11	難道是……
E0044_02_015_a_12	沒錯……就是「暗之水晶」。
E0044_02_015_a_13	存在於我們的世界的４顆水晶，\n換而言之，也就是表之水晶。
E0044_02_015_a_14	裡之水晶是……
E0044_02_015_a_15	就是「暗之水晶」嗎！
E0044_02_015_a_16	沒錯。\n因此，交給高貝扎的水晶，\n不過僅有一半而已！
E0044_02_015_a_17	可是，雖然我聽說過「暗之水晶」的傳聞，\n卻不知道它的所在之處。
E0044_02_015_a_18	不過，高貝扎找到了那個地點。
E0044_02_015_a_19	我們必須儘快過去！\n那地方究竟在何處？
E0044_02_015_a_20	與文字上的表與裡一樣，\n就在地下。
E0044_02_015_a_21	地下？！
E0044_02_015_a_22	我們要怎樣過去呢？！\n難道要挖個深不見底的洞？
E0044_02_015_a_23	總而言之，水晶分為表與裡……<P>\n也就是說，集齊了所有\n光之水晶和暗之水晶時，\n通往月亮的道路便會開啟……
E0044_02_015_a_24	通往月亮的道路？
E0044_02_015_a_25	我不太清楚……\n這應該是開啟道路的鑰匙。\n我把它交給你。
E0044_02_015_a_26	獲得了「岩漿石」。
E0044_02_015_a_27	這是什麼？
E0044_02_015_a_28	據說把這塊石頭扔進某處，\n就能開啟通往地下的道路。
E0044_02_015_a_29	地點在哪兒？
E0044_02_015_a_30	究竟在哪兒呢？
E0044_02_015_a_31	我所知道的只有這麼多了……
E0044_02_015_a_32	嘿，冥思苦想著什麼呢？！\n我們有企業號嘛！<P>\n我們一瞬間就能環繞這個世界一周！
E0044_02_015_a_33	可是……企業號在佐特塔中……
E0044_02_015_a_34	嘿嘿，可別小看老夫！\n它可是最新型的產品！\n可以通過遠程操控，\n讓它自動飛回巴隆！
E0044_02_015_a_35	那麼就這麼辦吧。
E0044_02_015_a_36	(CID)，我們就靠你了！
E0044_02_015_a_37	當然了！既然決定好了，我們明早就出發！\n就以到達地下的入口為目標，\n今天到此為止，先睡一覺吧！
E0044_02_015_a_38	不過……\n為何那時高貝扎沒有給我最後一擊呢？
E0044_02_015_a_39	怎麼了？
E0044_02_015_a_40	沒什麼。\n今天就先休息吧……
E0044_03_015_a_41	好嘞，出發！
E0055_00_004_a_01	(CECIL)先生！\n是師傅派我們來的！<P>\n師傅吩咐我們製作鉤子，\n安裝到企業號船身！\n別擔心，眨眼之間就能做好！
E0055_01_004_a_01	這樣一來，就能吊起氣墊船，前往目的地了！
E0055_01_004_a_02	把企業號與氣墊船綁在一起，\n按「確定鍵」就能合體或分離！
E0055_01_004_a_02_2	把企業號與氣墊船綁在一起，\n點擊「！」鍵就能合體或分離！
E0055_01_004_a_03	這麼一來，我們就可以去巴别塔中的艾布拉納洞窟了！
E0055_01_004_a_04	把氣墊船停在陸上的淺灘邊，\n就可以換乘了！
E0055_01_004_a_05	其實，(CID)他……
E0055_01_004_a_06	過於精力旺盛而煩到你們了嗎？
E0055_01_004_a_07	他可是一位怎麼殺都殺不死的男人呢！
E0055_01_004_a_08	那麼，我們還有堆積如山的工作要做！\n您也加油！
E0137_00_021_a_01	(CECIL)啊……
E0137_00_021_a_02	陛下？！
E0137_00_021_a_03	前往幻獸的世界……然後再來這裡吧。\n我也……應該能夠幫上你的忙。
E0137_00_021_a_04	陛下……
E0108_00_021_a_01	你幹得很好……
E0108_00_021_a_02	陛下……
E0108_00_021_a_03	(CECIL)……別露出如此哀傷的表情。\n我的確已被魔物殺害，失去了肉體。\n但我的意志會永存於世……<P>\n只要那位迷霧村的召喚士召喚我，\n我便能夠隨時助你一臂之力……\n當然是作為一擊必殺的幻獸。<P>\n不過，按照幻界的規則，\n我必須試試你的力量。\n千萬不要大意啊，(CECIL)！
E0108_00_021_b_01	電擊貫穿了奧汀！
E0108_01_021_a_01	你強壯了不少啊，(CECIL)……\n巴隆……不，這個世界就拜託你了。\n我將與你一同戰鬥，助你們一臂之力！
E0108_01_021_a_02	陛下……
E0108_01_021_a_03	(RYDIA)學會了「奧汀」！
E0135_01_022_a_01	豬變！<P>\n啊！<P>\n不好了！
E0135_01_022_a_02	抱歉，把你給縮小了……
E0136_01_020_a_01	被看不見的力量封印著。
N101_C02_004_07_01	這座塔禁止進入。
N101_C02_004_03_01	沒有異常情況！
N101_C02_004_03_02	沒想到陛下竟然被怪物取代了……
N101_C02_004_04_01	最近，我感覺城裡的氣氛十分壓抑……
N101_C02_004_04_02	我們可能也被操縱過。
N101_C02_004_01_01	聽說您明早啟程。\n今天請休息吧。
N101_C02_004_02_01	不久便要入夜。\n最好不要外出。
N101_C02_004_01_02	陛下命令您前往迷霧村，\n務必把「炸彈戒指」順利地送過去。
N101_C02_004_01_03	你想幹什麼？\n你得到通行許可了嗎？
N105_C01_004_06_01	您看到(CID)師傅了嗎？\n他把維修飛空艇的任務交給我們，\n似乎在考慮著些什麼。
N105_C01_004_06_02	師傅！還有(CECIL)先生！
N105_C01_004_06_03	師傅還是老樣子呢！
N105_C01_004_05_01	啊，今晚也得熬夜啊……<P>\n啊！這事您一定要對師傅保密啊！\n工、工作好開心！
N105_C01_004_05_02	師、師傅的幽靈！<P>\n誒，是真人？\n快、快去幹活！！
N105_C01_004_05_03	我的技術能與師傅相提並論了吧？<P>\n你、你要對師傅保密哦！
N101_C02_005_01_01	聽說您從密西迪亞帶回了水晶！
N101_C02_005_01_02	高貝扎所率領的士兵們，\n有著與人類不同的眼神……
N101_C02_005_02_01	……<P>\n我、我才沒有睡覺呢！
N101_C02_005_02_02	那位偉大的國王……\n竟然被怪物殺害了……
N101_C02_005_03_01	為討伐幻獸，\n您可以使用這間屋子裡面的寶物。\n按下牆壁上的開關，門便會開啟。
N101_C02_005_03_02	夜晚，地下會傳出一些聲音。那聲音……\n與現已去世的陛下的聲音十分相似……
N101_C02_006_04_01	最近，我感覺陛下有些怪怪的。
N101_C02_006_04_02	(CECIL)大人！\n能夠統治巴隆王國的人只有您了！
N101_C02_006_03_01	我相信陛下！
N101_C02_006_03_02	(CECIL)大人，請讓陛下安息吧！
N101_C02_006_05_01	霧之穀位於巴隆的西北方。\n據說此地一直被濃霧籠罩著。
N101_C02_006_05_02	以我們龍騎士的榮譽，堅守住這座巴隆城！
N101_C02_006_06_01	有我們龍騎士團長(CAIN)先生與\n赤翼隊的(CECIL)先生結伴同行，\n我們無所畏懼！
N101_C02_006_06_02	我沒臉見(CAIN)先生了……
P002_C00_006_07_01	怎麼了？睡不著嗎？
N003_C01_006_01_01	我聽到了許多關於陛下的傳聞，\n萬一消息被陛下聽到可不得了……
N003_C01_006_01_02	守城就交給我們了！
N003_C01_006_02_01	若是想要保住您的命，\n就請不要胡思亂想。
N003_C01_006_02_02	我注意到了陛下的改變，\n卻因苟且性命……
N003_C01_007_01_01	陛下非常生氣。\n陛下說，在把「炸彈戒指」\n送往迷霧村之前，不想見您。
N003_C01_008_01_01	絕不再把巴隆城交給魔物！
N118_C01_022_02_01	為了早日把魔法應用於實戰，\n我正投入全部精力研究。
N118_C01_022_02_02	竟沒能看破假扮陛下的魔物……\n我的功夫還遠遠不到家呐。
N118_C01_022_03_01	僅使用火焰、暴雪、雷電這些基本魔法，\n是打不過某些魔物的。<P>\n過去似乎有更加強大的魔法……
N118_C01_022_03_02	哎呀！古代的隕石魔法依然存在著嗎！
N118_C01_022_01_01	催眠！<P>\n咦？<P>\n你不睏嗎？<P>\n真奇怪啊。
N117_C01_023_02_01	最近，陛下比以往更加精力充沛。\n可是，我總感覺哪裡不對勁……
N117_C01_023_02_02	我們為了能夠幫助士兵們，\n正在修煉白魔法。
N117_C01_023_03_01	我正在研究初步的白魔法。<P>\n白魔法包括三個層次——\n療傷、中療傷和齊療傷！
N117_C01_023_03_02	魔物竟然在不知不覺之間偽裝成陛下……
N117_C01_023_01_01	(ROZA)想要助(CECIL)一臂之力，\n因而選擇成為了白魔法師哦。<P>\n你可別讓(ROZA)太操心。
N117_C01_023_01_02	如今，我們只能祈禱亡故的陛下能夠安息……
N101_C02_011_01_01	在密西迪亞反抗我們的魔法師，\n已被關入這所地牢。\n進入牢房便可與他們交談。
N101_C02_011_01_02	真希望這座牢房能夠迎來荒廢的一天……
N118_C01_011_02_01	你是那個暗黑騎士！\n你以為你的所作所為能得到原諒嗎？！
N117_C01_011_03_01	我們變成怎樣都無所謂。\n但是，至少請把水晶留在密西迪亞！
N118_C01_011_04_01	你們一無所知！\n水晶並不是普通的寶石！
N101_C02_012_01_01	好痛！\n這是被魔物襲擊所受的傷！
N101_C02_012_01_02	隊、隊長？！\n您、您變得更加威武了！
N101_C02_012_02_01	隊長！
N101_C02_012_02_02	太好了！您還活著啊！！
N101_C02_012_03_01	喝個痛快，\n忘掉在密西迪亞發生的事情吧……
N101_C02_012_03_02	陛下亡故後，\n能夠繼承這巴隆王國的人非你莫屬！
N101_C02_012_05_01	這真是件令人感到不快的任務……
N101_C02_012_05_02	我們赤翼隊……\n被高貝扎給奪走了！
N101_C02_012_04_01	赤翼隊也衰落了！
N101_C02_012_04_02	可惡！只要有飛空艇就好辦了！
P013_C00_015_02_01	晚安……
N101_C02_016_01_01	這裡是歷代相傳的巴隆的寶物之存放地。\n因此禁止進入。
E0006_02_352_a_01	就這樣，暗黑騎士(CECIL)
E0006_02_352_a_02	被剝奪了巴隆王國
E0006_02_352_a_03	飛空艇軍團
E0006_02_352_a_04	“赤翼隊”隊長一職
E0006_02_352_a_05	他與龍騎士軍團的團長(CAIN)
E0006_02_352_a_06	一起前往位於邊境的迷霧村
E0006_02_352_a_07	討伐幻獸
E0006_02_352_a_08	於是他們離開了巴隆城
E0006_02_352_a_09	向雲霧繚繞的山穀前進。
E0006_02_352_a_10	馳騁天際的飛空艇
E0006_02_352_a_11	曾是人們的夢想……
E0006_02_352_a_12	然而，助飛空艇沖上雲霄的動力
E0006_02_352_a_13	卻沒有因夢想的實現而止步
E0006_02_352_a_14	甚至變成了滿足欲望的手段。
E0006_02_352_a_15	巴隆王國因飛空艇軍團“赤翼隊”
E0006_02_352_a_16	而成為了最強大的軍事國。
E0006_02_352_a_17	擁有強大國力的巴隆王
E0006_02_352_a_18	為何想要得到水晶呢？
E0006_02_352_a_19	眾多魔物又為何會在
E0006_02_352_a_20	光天化日之下出現呢？
E0006_02_352_a_21	水晶只是靜靜地
E0006_02_352_a_22	散發著光芒……
E0032_00_025_a_01	這不是(YANG)嗎！\n太好了，你沒事吧。
E0032_00_025_a_02	你是……
E0032_00_025_a_03	我換了一身裝備，你認不出來了吧。\n是我，(CECIL)。
