SPEAKER_01	???
E0001_01_342_a_04	Wer würde das nicht nach dem, was wir getan haben?<P>\nBefehl ist Befehl, aber Unschuldige für einen Kristall zu töten, ist nicht richtig.
E0001_03_342_a_01	Die Rotschwingen sollen die Bevölkerung nicht verletzen, sondern sie beschützen!
E0001_03_342_a_02	Das reicht!
E0001_03_342_a_03	Aber Käpt’n!
E0001_03_342_a_04	Ihr befürwortet doch nicht, was wir getan haben?
E0001_03_342_a_05	Kameraden, hört mich an. Der Überfall auf Mysidia war eine zwingende Notwendigkeit.<P>\nMysidia weiß zu viel über die Kristalle und die Tatsache, dass es einen besaß, war eine zu große Gefahr für unser Königreich. So befanden es jedenfalls der König und seine Ratgeber.<P>\nUnsere Heimat braucht die Kristalle, um zu florieren. Und als ihre Soldaten müssen wir in ihrem Interesse handeln. Auch wenn es Opfer fordert.
E0001_03_342_a_06	Käpt’n ...
E0001_03_342_a_07	Käpt’n! Monster direkt voraus!
E0001_03_342_a_08	Fertig machen zum Angriff!
E0001_04_342_a_01	Urgh ...
E0001_04_342_a_02	Bist du in Ordnung?!
E0001_04_342_a_03	Erneuter Angriff!
E0001_04_342_a_04	Verflixt!
E0001_05_342_a_01	Seid ihr wohlauf?
E0001_05_342_a_02	Mannschaft ist vollzählig, Käpt’n.
E0001_05_342_a_03	In letzter Zeit lauern uns ständig Monster auf.
E0001_05_342_a_04	In der Tat.
E0001_05_342_a_05	Hoffentlich ... ist das kein Omen ...
E0001_05_342_a_06	Käpt’n, wir haben Baron erreicht.
E0001_05_342_a_07	Sehr gut. Bereitet die Landung vor.
E0001_07_004_a_01	Ausgezeichnet! Der Kristall ist unser!
E0001_07_004_a_02	Die Mysidianer haben sich kaum gewehrt. Es war ein ungleicher Kampf.
E0001_07_004_a_03	Höre ich da etwa leises Mitleid heraus? Hmpf! Kommt, Seine Majestät erwartet Euch schon.
E0001_10_007_a_01	Entschuldigt bitte, Käpt’n. Ich muss kurz alleine mit Seiner Majestät sprechen.<P>\nWartet hier.
E0001_11_008_a_01	Eure Majestät, ich fürchte, dass man (CECIL) nicht länger vertrauen kann.<P>\nEr stellt Eure Autorität in Frage.
E0001_11_008_a_02	Ist dem so? Was täte ich nur ohne deinen wertvollen Rat ...<P>\nDoch solange ich die Kristalle erhalte, sind (CECIL)s Zweifel nicht von Belang. Schicke ihn herein.
E0001_11_008_a_03	Jawohl, Eure Majestät.
E0001_11_008_a_04	Käpt’n! Seine Majestät, der König, lässt bitten.
E0001_11_008_a_05	Das Königreich von Baron begrüßt deine Rückkehr. Hast du den Kristall?
E0001_11_008_a_06	Ja, Eure Majestät.
E0001_11_008_a_07	Den Wasserkristall übergeben.
E0001_11_008_a_08	Es scheint der echte zu sein, Eure Majestät.
E0001_11_008_a_09	Vortrefflich! Und wie prachtvoll er aussieht ... Du darfst gehen, (CECIL).
E0001_11_008_a_10	Eure Majestät!
E0001_11_008_a_11	Ja?
E0001_11_008_a_12	Käpt’n, was ist?
E0001_11_008_a_13	Eure Majestät, ich bitte um Verzeihung, aber was sind Eure Absichten?<P>\nMeine Männer sind verwirrt und unzufrieden.
E0001_11_008_a_14	So wie du, willst du sagen?
E0001_11_008_a_15	Das würde ich niemals wagen!
E0001_11_008_a_16	Schweig! Denkst du etwa, ich bin blind? Als König kann ich nicht dulden, dass meine Befehle in Frage gestellt werden!<P>\nIch enthebe dich hiermit deiner Position als Kapitän der Rotschwingen.
E0001_11_008_a_24	Eure Majestät!
E0001_11_008_a_17	Stattdessen sollst du eine neue Aufgabe erhalten.<P>\nBesiege das Ungetüm im Tal des Nebels und bringe diesen Bombenring in das Dorf Nebel.<P>\nDu brichst morgen beim ersten Licht auf.
E0001_11_008_a_18	Eure Majestät, so haltet doch ein!
E0001_11_008_a_19	(CECIL) hat nichts verbrochen.
E0001_11_008_a_20	Ah, (CAIN). Wenn dir so viel an deinem verräterischen Freund liegt, sollst du ihn begleiten!
E0001_11_008_a_25	Eure Majestät!
E0001_11_008_a_21	Nehmt den Ring und geht mir aus den Augen!
E0001_11_008_a_22	Bombenring erhalten!
E0001_11_008_a_23	Eure Majestät!
E0001_12_006_a_01	Es tut mir leid, (CAIN).
E0001_12_006_a_02	Gräme dich nicht. Wenn wir die Mission erfolgreich abschließen, wird der König uns beiden vergeben.<P>\nDu wirst schon bald wieder mit den Rotschwingen fliegen.
E0001_12_006_a_03	...
E0001_12_006_a_04	Ruh dich aus. Überlass die Vorbereitungen für morgen ruhig mir.
E0101_00_006_a_01	Was ist los?
E0101_00_006_a_02	Es tut mir leid, dass ich dich in die Sache hineingezogen habe.
E0101_00_006_a_03	Ich bin selbst für meine Handlungen verantwortlich. Mach dir keine Vorwürfe.
E0101_00_006_a_04	Ich habe die Kunst des dunklen Schwertes auf Anweisung des Königs beherrschen gelernt.<P>\nAber ich wollte Baron beschützen und nicht seine Bürger berauben.
E0101_00_006_a_05	Der König wird seine Gründe haben.
E0101_00_006_a_06	Ich beneide dich, (CAIN).<P>\nIch beneide dich für den Weg, den du gewählt hast.
E0101_00_006_a_07	Ich wählte ihn meines Vaters wegen, der auch ein Dragoon war. Leider starb er, als ich klein war.<P>\nAls Dunkelritter wäre ich bestimmt zu einem höheren Rang aufgestiegen, doch in meiner jetzigen Position fühle ich mich meinem Vater näher.
E0101_00_006_a_08	...
E0101_00_006_a_09	Ich wollte dich nicht mit meinen Geschichten langweilen.<P>\nDu solltest dich nicht um mich sorgen, sondern um die Monster, die wir morgen erledigen müssen.<P>\nIch will das nicht alleine machen müssen.
E0101_00_006_a_10	Keine Angst! Ich werde zweimal so viele wie du erlegen!
E0101_00_006_a_11	Das ist schon besser.<P>\nWir sollten uns schlafen legen. Wir müssen früh aufbrechen.
E0002_00_009_a_01	(CECIL)!
E0002_00_009_a_02	Ein Glück, es geht dir gut. Ich war besorgt. Du bist so kurzfristig aufgebrochen.
E0002_00_009_a_03	Mir geht es gut, ja ...<P>\nIch wünschte, ich könnte dasselbe über die Mysidianer sagen, die wir getötet haben ...
E0002_00_009_a_06	(CECIL)!
E0002_00_009_a_04	Ich werde dich später aufsuchen, wenn du erlaubst.
E0002_00_009_a_05	In Ordnung.
E0003_00_004_a_01	Sieh mal einer an. Du bist zurück. (ROZA) hat sich echt Sorgen gemacht.
E0003_00_004_a_02	Dass du ihr bloß nicht noch mal so viel Angst machst, hörst du?!<P>\nÜbrigens, wie geht’s meinen Luftschiffen? Ich will doch nicht hoffen, dass du und deine unfähigen Untergebenen sie kaputt gemacht haben!<P>\nHey, was ist los, Kleiner?
E0003_00_004_a_03	Also ...
E0003_00_004_a_04	Was?! Der König hat dich deines Postens enthoben? Und die Rotschwingen? Die sind ohne dich doch aufgeschmissen!<P>\nWas ist mit dem König überhaupt los? Er benimmt sich wirklich komisch in letzter Zeit. Bewaffnete Luftschiffe soll ich ihm bauen, aber meine Erfindungen sind doch nicht zum Töten da!<P>\nWir machen uns alle wirklich große Sorgen um Seine Majestät ... Na ja, sei vorsichtig da draußen! Bring den Auftrag schnell hinter dich und komm gesund wieder.<P>\nArgh, ich muss jetzt heim, sonst bringt mich mein wertes Fräulein Tochter noch um!
E0004_00_014_a_01	Das Bett ist frisch bezogen, Käpt’n. Ich habe gehört, dass Ihr sehr früh aufbrechen werdet. Gute Nacht.
E0005_00_015_a_01	Was ist nur mit dem König los? Er begehrt die Kristalle, als wäre er besessen. Um in ihren Besitz zu gelangen, ist ihm jedes Mittel recht.<P>\nAber ich kann mich ihm nicht widersetzen. Wie könnte ich mich gegen den Mann auflehnen, der (CAIN) und mich wie sein eigen Fleisch und Blut aufgezogen hat? Diesen wundervollen Ritter, den ich seit meiner Kindheit bewundere?<P>\nIch werde ihn nicht hintergehen. Ich kann es nicht.
E0005_00_015_a_14	(CECIL)!
E0005_00_015_a_02	Was ist los? Du bist gerade erst aus Mysidia zurückgekehrt, und nun musst du irgendein Ungetüm besiegen? Außerdem benimmst du dich komisch.
E0005_00_015_a_03	Es ist alles in Ordnung.
E0005_00_015_a_04	(CECIL), sieh mich an.
E0005_00_015_a_05	In Mysidia haben wir unschuldige Menschen getötet und ihren Kristall gestohlen ...<P>\nEs war einfach schrecklich. Doch ich nehme an, dies ist mein Schicksal als Dunkelritter. Bald schon wird mir sicher gar nichts mehr leid tun.
E0005_00_015_a_06	Wir wissen beide, dass das nicht stimmt.
E0005_00_015_a_07	Und trotzdem kann ich mich dem König nicht widersetzen.<P>\nIch bin ein Feigling.
E0005_00_015_a_08	Der (CECIL), den ich kenne, würde nie so weinerlich sein!<P>\nDer (CECIL), den ich liebe.
E0005_00_015_a_09	Du brichst morgen früh auf, nicht wahr?
E0005_00_015_a_10	Ja, aber sorge dich nicht. (CAIN) wird mich begleiten.
E0005_00_015_a_11	Mir wird nichts passieren. Vertraue mir.
E0005_00_015_a_12	Bitte komme wieder heil zu mir zurück.
E0005_00_015_a_13	Danke, liebste (ROZA) ...<P>\nDoch ich bin ein Dunkelritter. Und das wird immer zwischen uns stehen ...
E0006_00_005_a_01	Und, bist du bereit für einen richtigen Kampf?
E0006_00_005_a_02	Immer.
E0006_00_005_a_03	Bitte nach dir.
E0033_00_005_a_01	Sir (CECIL)!
E0033_00_005_a_02	Wie schön, dass Ihr zurück seid.
E0033_00_005_a_03	Baigan, hoffentlich nicht auch du ...
E0033_00_005_a_04	Was ist los?
E0033_00_005_a_05	Dienst du ebenfalls Golbez?
E0033_00_005_a_06	Niemals! Als Hauptmann der Königlichen Garde diene ich einzig Baron.
E0033_00_005_a_07	Wo ist (CID)? Ich habe gehört, dass er in der Burg festgehalten wird.
E0033_00_005_a_08	Auch ich habe nach ihm gesucht, aber meine Männer und ich wurden angegriffen ...<P>\nIch bin der einzige Überlebende.
E0033_00_005_a_09	Ich verstehe. Dann schließe dich uns an!
E0033_00_005_a_10	Das wäre mir eine Ehre.
E0033_00_005_a_11	Hauptmann Baigan der Königlichen Garde hat sich der Gruppe angeschlossen!
E0033_00_005_a_12	Was ist?
E0033_00_005_a_13	Irgendwas ist hier faul.
E0033_00_005_a_14	Ja. Ich spüre eine Gefahr.
E0033_00_005_a_15	Was?! Etwa ein Monster?
E0033_00_005_a_16	Ach, verschon uns damit!
E0033_00_005_a_17	Ich will ja nichts sagen, aber du bist wirklich ein lausiger Schausteller.
E0033_00_005_a_18	Baigan! Auch du betrügst Baron?!
E0033_00_005_a_19	Golbez’ Ziele sind in Barons Sinne. Außerdem hat er mir große Kraft gegeben. Seht doch!
E0033_01_005_a_01	Ha! Lachhaft!
E0033_01_005_a_02	Selbst Baigan, der so ergeben schien ...
E0034_00_008_a_01	(CECIL), du bist zurück! Ich freue mich, dass du wohlauf bist.
E0034_00_008_a_02	Habt Dank.
E0034_00_008_a_03	Ich sehe, dass du den Pfad des Paladins eingeschlagen hast.<P>\nDoch Paladine sind nutzlos; ein Dunkelritter würde uns besser dienen.
E0034_00_008_a_04	Eure Majestät?
E0034_00_008_a_05	Eure wer? Oh, du meinst wohl diesen törichten Narren, der uns sein Königreich nicht überlassen wollte.<P>\nHahaha, ich muss sagen, dass es wirklich erheiternd war, ihn zu spielen.
E0034_00_008_a_06	Was hast du mit dem König gemacht?!
E0034_00_008_a_07	Du wirst ihn bald genug sehen. Oh, und richte Scarmiglione einen Gruß aus, wenn du ihm im Jenseits begegnest.<P>\nDieser Schwächling hatte es nie verdient, einer der vier Elementarfürsten zu sein. Wir waren alle stärker als er.
E0034_00_008_a_08	Dann bist du ...?!
E0034_00_008_a_09	Cagnazzo, der Fürst des Wassers!
E0034_00_008_b_01	Reißende Fluten brauen sich zusammen!
E0034_00_008_b_02	Schildkrötenabwehr!
E0034_00_008_b_03	Blitze brechen die Barriere!
E0034_01_008_a_01	Elender Heuchler!
E0034_01_008_a_02	Irgendjemand kriegt noch ‘n blaues Auge dafür, dass ich in dem Loch festsaß.<P>\nHäh?
E0034_01_008_a_03	(CID)!
E0034_01_008_a_04	(CECIL)? Du lebst! Ich war besorgt!
E0034_01_008_a_05	Das tut mir leid.
E0034_01_008_a_06	Wo ist (ROZA)?! Sie war sich sicher, dass du noch lebst, und hat dich gesucht.
E0034_01_008_a_07	Golbez hat sie ...
E0034_01_008_a_08	Was?! Wie konntest du das zulassen!<P>\nErst mein Schiff und jetzt meine (ROZA)!
E0034_01_008_a_09	Und sie ist immer noch in Gefahr! Also sei still und bring uns zu deinem Luftschiff!
E0034_01_008_a_10	Wer ist denn dieser alte Knacker?
E0034_01_008_a_11	Musst du gerade sagen!
E0034_01_008_a_12	Was?! Ich bin ja wohl höchstens halb so alt wie du!
E0034_01_008_a_13	Bitte! Dafür ist keine Zeit. Dies hier ist der große Weise (TELLA).
E0034_01_008_a_14	Dies ist Meister (YANG), der Hohe Mönch aus Fabul.<P>\nIch bin (POLOM) und eine Magierin aus Mysidia.
E0034_01_008_a_15	Na toll! Jetzt haben wir noch so ‘ne Pfeife an Bord.
E0034_01_008_a_16	Und das ist mein unausstehlicher Bruder, (PALOM).
E0034_01_008_a_17	Pah. Du Streberin!
E0034_01_008_a_18	Willkommen.
E0034_01_008_a_19	Bist ‘n gut erzogener Bursche.
E0034_01_008_a_20	(CID), wo ist dein neues Luftschiff?
E0034_01_008_a_21	He, he, he.
E0034_01_008_a_22	Dort, wo nie jemand gucken würde!
E0034_01_008_a_23	Wir müssen uns beeilen! (ROZA) ist in Gefahr!
E0034_01_008_a_24	Ich weiß, ich weiß! Du musst nicht brüllen, wir hören im Gegensatz zu dir noch gut.<P>\nLos, alle mitkommen!
E0034_02_007_a_01	Hahahaha!<P>\nIhr habt mich besiegt, aber das war nicht das Ende von Cagnazzo.<P>\nFolgt mir ins Jenseits!
E0034_02_007_a_02	Die Wände!
E0034_02_007_a_03	Hier ist abgeschlossen!
E0034_02_007_a_04	Hier auch!
E0034_02_007_a_05	(PALOM)! (POLOM)!
E0034_02_007_a_06	Tja, es gibt wohl nur einen Ausweg.
E0034_02_007_a_07	(CECIL), es war mir eine Ehre, deine Bekanntschaft gemacht zu haben.
E0034_02_007_a_08	Was habt ihr vor?!
E0034_02_007_a_09	Wir können euch keinesfalls sterben lassen!
E0034_02_007_a_10	Danke für alles, was Ihr uns gelehrt habt, Weiser (TELLA).
E0034_02_007_a_11	Bereit?
E0034_02_007_a_12	Klar!
E0034_02_007_a_13	Nein!
E0034_02_007_a_14	Stein!
E0034_02_007_a_15	(PALOM)!
E0034_02_007_a_16	(POLOM)!
E0034_02_007_a_17	Wartet! Es gibt eine Heilung!<P>\nMedica!
E0034_02_007_a_18	Der Zauber hat keine Wirkung, da die Zwillinge aus freiem Willen zu Stein wurden.
E0034_02_007_a_19	Ihr Dusseltiere! Ich bin ein alter Mann! Das war doch meine Aufgabe, nicht eure!
E0034_02_007_a_20	Vergebt mir ...
E0034_02_007_a_21	Ich werde euch beide rächen, das schwöre ich!
E0034_02_007_a_22	Jetzt geht’s ans Heimzahlen! Zur Enterprise!
E0034_02_007_a_23	Golbez ...
E0034_02_007_a_24	Dafür wirst du büßen!
E0034_04_006_a_01	Von diesem Schalter habe ich nichts gewusst!
E0034_04_006_a_02	Sonst wär es ja auch kein Geheimnis gewesen!
E0034_06_327_a_01	Unglaublich!
E0034_06_327_a_02	In der Tat.
E0034_06_327_a_03	Ist sie nicht ‘ne echte Schönheit? Lasst sie uns anwerfen!
E0034_08_323_a_01	Kaum in der Luft, schon wird man angegriffen!<P>\nAlle Mann an die Gefechtsstationen! Sie werden vor der Enterprise nur so bibbern!
E0034_08_323_a_02	Moment!
E0034_08_323_a_03	Was ist das?
E0034_08_323_a_04	Sieht wie eine weiße Flagge aus ...
E0034_10_324_a_01	(CAIN)!
E0034_10_324_a_02	Ha! Du bist also noch am Leben.
E0034_10_324_a_03	(CAIN)! Du elender Mistkerl!
E0034_10_324_a_04	Wo ist (ROZA)?
E0034_10_324_a_05	Wenn du sie wiedersehen möchtest, dann bringe mir den Erdkristall.
E0034_10_324_a_06	Was?!
E0034_10_324_a_07	Du schamloser Hund!
E0034_10_324_a_08	Ich werde zu dir kommen, wenn der Kristall in deinen Händen ist.<P>\nWenn dir (ROZA) wirklich etwas bedeutet, dann gehst du jetzt besser und holst ihn dir.
E0034_10_324_a_09	Du, DUUU ...!
E0034_10_324_a_10	Wach auf, (CAIN)!
E0034_10_324_a_11	Mehr habe ich dir nicht zu sagen.
E0034_12_323_a_01	(CECIL).
E0034_12_323_a_02	Dieser Mistkerl!
E0034_12_323_a_03	(CID), Kurs Nordwest ... nach Troia.
E0044_02_015_a_01	Ist das ...?
E0044_02_015_a_02	Ja, du bist in deinem Zimmer in Baron.
E0044_02_015_a_03	Den falschen König haben wir abserviert. Jetzt ist alles in Butter.
E0044_02_015_a_04	(CECIL), ich muss dir etwas sagen.
E0044_02_015_a_05	Was denn?
E0044_02_015_a_06	Es geht um die Kristalle.
E0044_02_015_a_07	Was soll es dazu zu sagen geben? Mit dem Erdkristall aus Troia hat Golbez nun alle Kristalle.
E0044_02_015_a_08	Nicht ganz. Er hat nur vier.
E0044_02_015_a_09	Du meinst, es gibt noch weitere Kristalle?
E0044_02_015_a_10	Die Legenden sind wahr?
E0044_02_015_a_11	Das ist nicht dein Ernst, oder?
E0044_02_015_a_12	Doch. Die Dunkelkristalle.
E0044_02_015_a_13	Verstehe. Die Kristalle unserer Welt werden auch Lichtkristalle genannt.
E0044_02_015_a_14	Dann sind diese Dunkelkristalle also ...
E0044_02_015_a_15	... ihr Äquivalent in einer anderen Welt?
E0044_02_015_a_16	Richtig. Golbez besitzt folglich nur die Hälfte der Kristalle.
E0044_02_015_a_17	Tja, wir wissen jetzt, dass es sie gibt, aber wie sollen wir sie finden?
E0044_02_015_a_18	Golbez hat da bereits eine Theorie.
E0044_02_015_a_19	Dann zählt jede Sekunde! Wo vermutet er sie?
E0044_02_015_a_20	Unter der Erdoberfläche ... in der Unterwelt.
E0044_02_015_a_21	Der Unterwelt?
E0044_02_015_a_22	Sollen wir etwa unter die Maulwürfe gehen?
E0044_02_015_a_23	Das habe ich Golbez sagen hören. Er sagte außerdem, dass der Weg zum Mond geöffnet wird, wenn alle Kristalle des Lichts und des Dunkels vereint sind.
E0044_02_015_a_24	Der Weg zum Mond?
E0044_02_015_a_25	Ich weiß selbst nicht genau, was das heißt. Aber hier ist der Schlüssel, der zu all dem führen soll.<P>\nNimm du ihn.
E0044_02_015_a_26	Magmastein erhalten.
E0044_02_015_a_27	Das ist der Schlüssel?
E0044_02_015_a_28	Ja. Du musst ihn benutzen, um einen Weg in die Unterwelt zu finden.
E0044_02_015_a_29	Aber wo?
E0044_02_015_a_30	Gute Frage.
E0044_02_015_a_31	Ich wünschte, ich wüsste es.
E0044_02_015_a_32	Ach, keine Angst!<P>\nWir tuckern halt einfach mit der Enterprise um die Welt, bis wir was finden!
E0044_02_015_a_33	Aber wir haben das Luftschiff doch beim Turm von Zot verloren.
E0044_02_015_a_34	Pah! Meine Kleine hat doch ‘nen Autopiloten. Sie ist bestimmt schon längst daheim.
E0044_02_015_a_35	Dann steht unser nächstes Ziel fest.
E0044_02_015_a_36	(CID), was würden wir ohne dich nur machen?
E0044_02_015_a_37	He, he, he.<P>\nAlso gut, wir machen uns dann morgen früh auf die Socken.<P>\nAber jetzt sollten wir uns erst mal aufs Ohr hauen, damit wir der Unterwelt auch gut einheizen können!
E0044_02_015_a_38	Ich verstehe immer noch nicht, warum Golbez mich im Turm nicht ausgelöscht hat.
E0044_02_015_a_39	(CECIL)?
E0044_02_015_a_40	Oh, ich habe nur laut gedacht. Komm, wir sollten uns ausruhen.
E0044_03_015_a_41	Fertig zum Aufbruch!
E0055_00_004_a_01	Hallo, (CECIL). Der Chef hat uns beauftragt, diesen Haken an der Enterprise zu befestigen.<P>\nEs wird nicht lange dauern.
E0055_01_004_a_01	Fertig! Jetzt kannst du das Luftkissenboot mitnehmen.
E0055_01_004_a_02	Fliege mit der Enterprise über das Luftkissenboot und lade es mit der Bestätigen-Taste ein und aus.
E0055_01_004_a_02_2	Fliege mit der Enterprise über das Luftkissenboot und lade es mit dem Ausrufezeichen-Symbol ein und aus.
E0055_01_004_a_03	Mit den beiden Fahrzeugen kannst du alle Orte der Welt erreichen.
E0055_01_004_a_04	Dazu zählt auch die Höhle von Eblan beim Turm von Babel.
E0055_01_004_a_05	Ich muss euch beiden etwas sagen. Es geht um (CID).
E0055_01_004_a_06	Er ist unmöglich. Ja, das wissen wir. Seine verrückte Energie hält ihn immer am Leben!
E0055_01_004_a_07	Bitte passt noch eine Weile länger auf ihn auf.
E0055_01_004_a_08	Das werden wir! Viel Glück auf Euren Wegen!
E0137_00_021_a_01	(CECIL) ...
E0137_00_021_a_02	Eure Majestät?!
E0137_00_021_a_03	Wage dich vor deiner Rückkehr zu mir in das Land der Beschwörbaren. Dann werde ich dir helfen.
E0137_00_021_a_04	Ja, Eure Majestät.
E0108_00_021_a_01	Du bist also zurückgekehrt.
E0108_00_021_a_02	Eure Majestät ...
E0108_00_021_a_03	Du brauchst mich nicht zu bemitleiden. Mein Leben mag ich verloren haben, doch dafür erhielt ich ewige Kraft.<P>\nDie Beschwörerin in deinem Gefolge wird mich herbeirufen können, wann immer du meine Hilfe brauchst. Mein Schwert soll von nun an das deine sein.<P>\nAllerdings musst du dir erst meine Achtung erringen, indem du deinen Mut und deine Kraft unter Beweis stellst.<P>\nLass uns kämpfen!
E0108_00_021_b_01	Blitze jagen durch Odins Körper!
E0108_01_021_a_01	Du bist stark geworden. Nutze diese Stärke, um Baron – nein, die ganze Welt – zu beschützen. Ich werde als Odin an deiner Seite kämpfen.
E0108_01_021_a_02	Habt Dank, Eure Majestät!
E0108_01_021_a_03	(RYDIA) hat die Beschwörung »Odin« gelernt!
E0135_01_022_a_01	Schweinchen!<P>\n...?!<P>\nHoppla!
E0135_01_022_a_02	O Mann, das war Wicht. Tut mir leid.
E0136_01_020_a_01	Eine unsichtbare Kraft versperrt den Zutritt.
N101_C02_004_07_01	Ihr könnt den Turm nicht betreten.
N101_C02_004_03_01	Alles in Ordnung, Käpt’n.
N101_C02_004_03_02	Ich kann es nicht fassen. Der König war ein Monster ...
N101_C02_004_04_01	Seit kurzem umweht ein düsterer Wind die Burg.
N101_C02_004_04_02	Wir waren viel zu nachlässig.
N101_C02_004_01_01	Ihr brecht morgen früh auf. Bitte ruht Euch ein wenig aus.
N101_C02_004_02_01	Die Nacht bricht an. Bleibt zu Eurem eigenen Schutz in der Burg.
N101_C02_004_01_02	Der König verbietet Euch die Rückkehr, bis Ihr den Bombenring im Dorf Nebel abgeliefert habt.
N101_C02_004_01_03	Geht!
N105_C01_004_06_01	Habt Ihr Meister (CID) gesehen? Er hat uns befohlen, die Schiffe zu warten und ist dann verschwunden.
N105_C01_004_06_02	Chef! Du lebst!
N105_C01_004_06_03	Ich wette, der Chef ist wie immer beschäftigt!
N105_C01_004_05_01	Wir müssen heute Nacht wieder durcharbeiten! Ich bin so müde ...<P>\nOh! Sagt dem Chef aber nicht, dass ich gemosert habe.
N105_C01_004_05_02	Chef! Bist du das?! Was machst du denn hier? I-Ich gehe lieber wieder an die Arbeit.
N105_C01_004_05_03	Ich habe mich sehr verbessert. Vielleicht kann ich jetzt in die Fußstapfen vom Chef treten ...<P>\nA-Aber nicht dem Chef sagen, in Ordnung?
N101_C02_005_01_01	Ich habe gehört, dass Ihr den Kristall aus Mysidia erobert habt.
N101_C02_005_01_02	Golbez’ Armee bestand aus Monstern. Es gab keinen einzigen Menschen unter seinen Anhängern.
N101_C02_005_02_01	Ich bin im Dienst! Lasst mich in Ruhe!
N101_C02_005_02_02	Was dem König widerfahren ist, das ist wirklich tragisch.
N101_C02_005_03_01	Ihr könnt Euch die Sachen aus dem Lagerraum nehmen. Sie werden Euch bei Eurem Auftrag helfen.<P>\nDie Tür öffnet sich, wenn Ihr den Knopf an der Wand betätigt.
N101_C02_005_03_02	Ich kann die Stimme des Königs aus dem Jenseits hören. Ob es in der Burg wohl ... spukt?
N101_C02_006_04_01	Seine Majestät benimmt sich in letzter Zeit etwas merkwürdig.
N101_C02_006_04_02	Sir (CECIL) soll König werden!
N101_C02_006_03_01	Was andere sagen, ist mir egal. Ich vertraue dem König.
N101_C02_006_03_02	Wir müssen den König rächen!
N101_C02_006_05_01	Das Tal des Nebels liegt nordwestlich von Baron.
N101_C02_006_05_02	Bei unserer Ehre, wir Dragoons werden die Burg beschützen.
N101_C02_006_06_01	Wenn Ihr und unser Meister (CAIN) Eure Kräfte vereint, wird Euch nichts aufhalten können.
N101_C02_006_06_02	Ich habe den König nicht beschützen können. Ich habe versagt. Ich bin eine Schande für Meister (CAIN).
P002_C00_006_07_01	Bis morgen.
N003_C01_006_01_01	Ich habe sehr beunruhigende Gerüchte über den König gehört.
N003_C01_006_01_02	Wir werden Baron mit unserem Leben beschützen, Sir.
N003_C01_006_02_01	Man sollte in Zeiten wie diesen nicht einmal darüber nachdenken, Befehlen nicht zu folgen.
N003_C01_006_02_02	Ich hätte früher handeln sollen, um dem König Einhalt zu gebieten.
N003_C01_007_01_01	Der König ist unzufrieden. Er wird Euch empfangen, wenn Ihr den Bombenring im Dorf Nebel abgeliefert habt.
N003_C01_008_01_01	Nie wieder werden Monster über dieses Schloss herrschen.
N118_C01_022_02_01	Wir arbeiten fleißig an weiteren Zaubern für den Einsatz im Kampf.
N118_C01_022_02_02	Wie konnte es mir nur entgehen, dass der König ein Monster war? Ich muss noch viel lernen.
