SPEAKER_01	？？？？
E0001_03_342_a_01	我们赤翼队，\n是巴隆王国引以为豪的飞空艇军团！\n怎能掠夺弱者！
E0001_03_342_a_02	别再说了……
E0001_03_342_a_03	可是，队长！
E0001_03_342_a_04	密西迪亚的魔法师们毫无抵抗！\n我们却伤害了他们！
E0001_03_342_a_05	大家，听好了……\n为了使我国繁荣昌盛，\n无论如何也要得到水晶。<P>\n陛下认为密西迪亚的魔法师们\n对水晶的秘密了解得太多……<P>\n我们是巴隆王国飞空艇军团赤翼队！\n我们必须绝对服从陛下的命令……
E0001_03_342_a_06	队长……
E0001_03_342_a_07	队长……魔物来袭了！
E0001_03_342_a_08	全体成员，准备迎击！
E0001_04_342_a_01	呜哇！
E0001_04_342_a_02	你没事吧？！
E0001_04_342_a_03	更多怪物来袭了！
E0001_04_342_a_04	唔……
E0001_05_342_a_01	各位没事吧？
E0001_05_342_a_02	嗯！
E0001_05_342_a_03	不过，最近魔物的数量……
E0001_05_342_a_04	确实太多了。
E0001_05_342_a_05	这是否是大事发生的先兆？
E0001_05_342_a_06	我们已经到达巴隆！
E0001_05_342_a_07	好的，做好着陆准备。
E0001_07_004_a_01	哎呀，您顺利得到了密西迪亚的水晶啦。
E0001_07_004_a_02	可是……\n密西迪亚的人民完全没有抵抗……
E0001_07_004_a_03	如今，无人能抵抗我巴隆王国。\n陛下已等候您多时了。
E0001_10_007_a_01	(CECIL)阁下，\n请稍等。
E0001_11_008_a_01	陛下……\n(CECIL)那家伙似乎对陛下持有怀疑的态度……
E0001_11_008_a_02	什么？你所言为真？！\n不愧为近卫军队长，及时通知了寡人。\n不过，寡人只需得到水晶。\n速速给我传唤(CECIL)。
E0001_11_008_a_03	遵命。
E0001_11_008_a_04	(CECIL)阁下，\n陛下传唤您，请进。
E0001_11_008_a_05	辛苦你了，(CECIL)。\n把水晶带回来了吗？
E0001_11_008_a_06	是，水晶在这里。
E0001_11_008_a_07	把“水之水晶”交给了国王。
E0001_11_008_a_08	应该是真货。
E0001_11_008_a_09	哎呀，多么耀眼！\n你可以退下了，(CECIL)。
E0001_11_008_a_10	陛下！
E0001_11_008_a_11	怎么了，你还有何事？
E0001_11_008_a_12	你竟敢对陛下无礼！
E0001_11_008_a_13	陛下究竟有何用意？\n大家都对陛下的改变感到疑惑。
E0001_11_008_a_14	是以你为首吧？
E0001_11_008_a_15	！！\n绝无此事！
E0001_11_008_a_16	你以为寡人一无所知吗！\n寡人曾多次提拔你，\n你竟然不信任寡人……<P>\n非常遗憾。\n寡人不能让你继续领导赤翼队了。\n现解除你的飞空艇部队长一职！
E0001_11_008_a_24	陛下！
E0001_11_008_a_17	与之代替，给予你讨伐幻兽的任务。\n据说，有一只幻兽出没在雾之谷附近。<P>\n打倒那只魔物，\n把爆弹戒指送往迷雾村。\n明早出发！
E0001_11_008_a_18	请慢！
E0001_11_008_a_19	(CECIL)绝无此等想法。
E0001_11_008_a_20	哦，(CAIN)。\n既然如此袒护那家伙，\n你便与(CECIL)同行吧。
E0001_11_008_a_25	陛下！
E0001_11_008_a_21	寡人已无事可告！\n拿着这枚戒指退下！
E0001_11_008_a_22	获得了“爆弹戒指”。
E0001_11_008_a_23	陛下！
E0001_12_006_a_01	抱歉，(CAIN)……没想到连累了你啊……
E0001_12_006_a_02	別放在心上。\n只要我们打败那只幻兽，\n陛下也许就会原谅你的。\n那么你就能回归赤翼队啦。
E0001_12_006_a_03	……
E0001_12_006_a_04	你刚从密西迪亚回来吧。\n一切准备都交给我，\n你要好好休息。
E0101_00_006_a_01	怎么了？
E0101_00_006_a_02	抱歉，(CAIN)……
E0101_00_006_a_03	为何还在道歉？\n真不像你。
E0101_00_006_a_04	我受陛下之命，\n练就了暗黑剑的究极招术……\n但这并不应该是为了从无罪之人手中掠夺一切。
E0101_00_006_a_05	别这么责备自己。\n陛下一定有他的想法。
E0101_00_006_a_06	真羡慕你啊，(CAIN)……
E0101_00_006_a_07	我的父亲曾经也是一位龙骑士。\n如果练就了暗黑剑的究极招术，军衔也会上升，\n但我还是更适合龙骑士一职。<P>\n而且，只要我身为龙骑士，\n似乎就能无时不刻地感受到\n儿时与我死别的父亲的存在……
E0101_00_006_a_08	……
E0101_00_006_a_09	哼，说这些话真不像我的风格。<P>\n别乱想了。\n这样下去你会丧失干劲。\n你难道要把讨伐幻兽之任交予我一人吗？
E0101_00_006_a_10	我不会输的！
E0101_00_006_a_11	明天得早起，\n早点休息吧。
E0002_00_009_a_01	(CECIL)！
E0002_00_009_a_02	你没事真好。\n因为这次任务过于紧急，我很担心。
E0002_00_009_a_03	我们都平安无事。\n面对毫无抵抗的魔法师，\n不可能受伤。
E0002_00_009_a_06	(CECIL)！
E0002_00_009_a_04	待会我去你的房间……
E0002_00_009_a_05	好……
E0003_00_004_a_01	哎呀，(CECIL)你回来啦！
E0003_00_004_a_02	(ROZA)很担心你啊！\n(CECIL)，听好了！\n如果让(ROZA)哭的话，老夫可不会原谅你！<P>\n话说回来，老夫可爱的飞空艇们没事吧？\n真是的！你的部下们太粗鲁了。<P>\n嗯？为啥阴沉着一副脸？
E0003_00_004_a_03	(CID)，其实……
E0003_00_004_a_04	你说什么？！你要去讨伐幻兽？\n除你之外，还有谁能统率赤翼队！<P>\n唉，最近陛下究竟怎么了……\n陛下让我制作具有更高机动力和火力的新型飞空艇……<P>\n但老夫之所以制造飞空艇，\n并不是要把它们变成战争工具！\n村民们都对巴隆的变化感到不安……<P>\n注意安全。\n不过，你的身手应该用不着我担心吧。<P>\n再见，我久违地回趟家吧。\n最近总是在外过夜，女儿吵着要我回家。
E0004_00_014_a_01	我换好了床单。\n明早就要出发了吧……\n今晚请好好休息。
E0005_00_015_a_01	陛下究竟发生了什么变化？\n收留了无亲无故的我和(CAIN)的陛下，\n曾是一名名扬四海的骑士……<P>\n陛下是如此坚强而和善的人……\n为何要夺取密西迪亚的水晶……\n那水晶真的有必须从毫无抵抗的魔法师手中\n强行夺取的价值吗？<P>\n纵使这是陛下的命令……\n我仍然认为不该做出这等事……
E0005_00_015_a_14	(CECIL)！
E0005_00_015_a_02	究竟发生了什么？\n你突然前往密西迪亚办事，\n刚回来却又要去讨伐幻兽……<P>\n密西迪亚究竟发生什么了……
E0005_00_015_a_03	不，没什么……
E0005_00_015_a_04	那么，你好好看着我的眼睛。
E0005_00_015_a_05	我……在密西迪亚……\n从无罪之人手中夺走了水晶！<P>\n和我这身暗黑骑士的装扮一样……\n我的内心也被染黑了……
E0005_00_015_a_06	你并不是那种人……
E0005_00_015_a_07	我是连不合常理的命令也无法反抗的胆小的暗黑骑士……
E0005_00_015_a_08	赤翼队的(CECIL)是不会如此示弱的！\n我喜欢的(CECIL)不是这样的人……
E0005_00_015_a_09	这次你要前往雾之谷讨伐幻兽吧？\n万一你出了什么事，我可怎么办……
E0005_00_015_a_10	无需担心……\n(CAIN)和我在一起。
E0005_00_015_a_11	不早了……\n你去休息吧。
E0005_00_015_a_12	保重！
E0005_00_015_a_13	(ROZA)，谢谢你……\n但是……现在的我已经……
E0006_00_005_a_01	(CECIL)，我们出发吧。
E0006_00_005_a_02	(CAIN)，就靠你了。
E0006_00_005_a_03	包在我身上吧。
E0033_00_005_a_01	(CECIL)阁下！
E0033_00_005_a_02	您平安无事吗？
E0033_00_005_a_03	贝迦恩……\n果然你也……
E0033_00_005_a_04	我怎么了？
E0033_00_005_a_05	被高贝扎操纵了……
E0033_00_005_a_06	我是管理近卫军的人。\n我对巴隆的忠诚，\n可没轻率到随随便便落入敌人的圈套。
E0033_00_005_a_07	你听说了(CID)被捕的消息吗？
E0033_00_005_a_08	我想要率领余下的近卫军助他一臂之力……\n但只有我自己活下来了……
E0033_00_005_a_09	原来如此……\n那么，我们一起上路吧！\n有你在我身边，我就放心了。
E0033_00_005_a_10	好的！
E0033_00_005_a_11	“近卫军队长贝迦恩”成为了同伴！
E0033_00_005_a_12	怎么了？
E0033_00_005_a_13	我嗅到了某种味道。
E0033_00_005_a_14	嗯，魔物的味道扑鼻而来……
E0033_00_005_a_15	什么？！在哪里？
E0033_00_005_a_16	呕，臭死了！
E0033_00_005_a_17	要演戏的话，\n希望你能演得更好一点。
E0033_00_005_a_18	果然你也被高贝扎……
E0033_00_005_a_19	请别用这种口气对我说话……\n那个人赐予了我们非常棒的东西……\n如此了不得的力量！
E0033_01_005_a_01	大哥哥你太嫩了！
E0033_01_005_a_02	贝迦恩也被操纵了……
E0034_00_008_a_01	(CECIL)，你没事吧！\n变得这么强大了啊。
E0034_00_008_a_02	陛下……
E0034_00_008_a_03	哎呀，这是圣骑士啊！\n哦，你成为圣骑士了吗。\n不过，竟然变成了圣骑士……糟了。
E0034_00_008_a_04	陛下……\n不，巴隆王！
E0034_00_008_a_05	巴隆王？\n咕嘎嘎嘎……那是谁啊？<P>\n哦，原来如此，我想起来了。\n的确这个愚蠢的人说过，\n绝不把这个国家交出来。<P>\n所以我变成了他的模样……\n哈哈哈哈！
E0034_00_008_a_06	你竟然把陛下……
E0034_00_008_a_07	想与他见面吗？\n想见国王吗？<P>\n我可不会像斯卡米留尼一样输得那么难看。<P>\n总而言之，那家伙虽然是四天王的一员，\n却弱得不像话。<P>\n哇哈哈哈哈！
E0034_00_008_a_08	这么说来，你也是……
E0034_00_008_a_09	正是……我是高贝扎四天王之一，\n水之凯纳槽！
E0034_00_008_b_01	开始集中水源！
E0034_00_008_b_02	躲进壳里开始防御！
E0034_00_008_b_03	雷属性攻击打破了防护罩！
E0034_01_008_a_01	你这个冒牌巴隆王！
E0034_01_008_a_02	竟敢把老夫关进那种弥漫着霉臭味的地方！\n看老夫把你打得再也站不起来！<P>\n咦？
E0034_01_008_a_03	(CID)！
E0034_01_008_a_04	(CECIL)吗！\n你活下来了啊！\n真会让人操心，你这家伙……
E0034_01_008_a_05	抱歉。
E0034_01_008_a_06	(ROZA)怎么了？！\n她相信你还活着就跑出去了……
E0034_01_008_a_07	(ROZA)她……被高贝扎抓走了……
E0034_01_008_a_08	蠢蛋！你守护在她身边，\n怎么也会发生这等事！<P>\n不过，高贝扎那家伙……\n不仅利用老夫的飞空艇干尽坏事，\n还把(ROZA)给掳走了！
E0034_01_008_a_09	那个女孩有危险。\n速速让你自豪的飞空艇带路！
E0034_01_008_a_10	你这无礼的老头有何贵干？！
E0034_01_008_a_11	我才不想被你这么说！
E0034_01_008_a_12	你说什么？！老夫还年轻得很呢！
E0034_01_008_a_13	哎呀。\n您就是(CID)大人吧。<P>\n这位是(TELLA)大人。\n是一位伟大的贤者。
E0034_01_008_a_14	这位是法布尔王国的武僧长老(YANG)大人。<P>\n我是密西迪亚的见习魔法师(POLOM)。
E0034_01_008_a_15	哎哟，两个老头子……
E0034_01_008_a_16	那个毒舌的男孩是我的双胞胎弟弟(PALOM)。
E0034_01_008_a_17	嘁，装什么好孩子！
E0034_01_008_a_18	初次见面。\n这里非常危险，我们尽快撤退为好……
E0034_01_008_a_19	你还真有礼貌呢！
E0034_01_008_a_20	(CID)，\n新型飞空艇在哪儿？
E0034_01_008_a_21	呼呼呼……
E0034_01_008_a_22	在无人知道的地方！\n我稍微做了点手脚。
E0034_01_008_a_23	不是说了没时间了吗！\n这可是关系到(ROZA)的性命！
E0034_01_008_a_24	真是个啰嗦的老头！\n这种事情我当然知道！<P>\n来，往这边走！
E0034_02_007_a_01	咕嘎嘎嘎……\n你们竟能打倒我。\n不过，我可是个害怕寂寞的主。<P>\n咕嘎嘎嘎……\n让你们尝尝死后变得更加可怕的水之凯纳槽的力量吧……\n好好品尝这份恐惧然后去死！<P>\n我会先去地狱等着你们的！\n哈哈哈哈！
E0034_02_007_a_02	这墙！
E0034_02_007_a_03	打不开了！
E0034_02_007_a_04	这边也打不开了！
E0034_02_007_a_05	(PALOM)！\n(POLOM)！
E0034_02_007_a_06	大哥哥，谢谢你！
E0034_02_007_a_07	仿佛拥有了一个哥哥，\n我很开心哦！
E0034_02_007_a_08	你们要干什么！
E0034_02_007_a_09	我们不会让你们死在这里的！
E0034_02_007_a_10	(TELLA)大人！\n(CECIL)先生就拜托您了！
E0034_02_007_a_11	(POLOM)，我们上！
E0034_02_007_a_12	嗯！
E0034_02_007_a_13	住手啊！
E0034_02_007_a_14	石化！！
E0034_02_007_a_15	(PALOM)……
E0034_02_007_a_16	(POLOM)……
E0034_02_007_a_17	竟然使用石化魔法让自己石化！\n等我来解救你们……<P>\n康复！
E0034_02_007_a_18	“由于这是由两人的意志而形成的\n石化状态所以魔法无效。”
E0034_02_007_a_19	真是两个笨蛋……\n死掉的应该是我这个老糊涂！
E0034_02_007_a_20	他们还是孩子啊……
E0034_02_007_a_21	我会为你们报仇雪恨！
E0034_02_007_a_22	为吊唁他们而出战！\n启动企业号！！
E0034_02_007_a_23	给我等着……
E0034_02_007_a_24	高贝扎！
E0034_04_006_a_01	在这种地方吗？
E0034_04_006_a_02	这就叫照远不照近！
E0034_06_327_a_01	没想到居然在这种地方……
E0034_06_327_a_02	好厉害！
E0034_06_327_a_03	让你久等了，企业号……\n轮到你出场了！
E0034_08_323_a_01	我们赶紧出发吧！\n让他们好好瞧瞧企业号的力量！
E0034_08_323_a_02	慢着！
E0034_08_323_a_03	那是……
E0034_08_323_a_04	白旗？！
E0034_10_324_a_01	(CAIN)！
E0034_10_324_a_02	(CECIL)……你果然还活着吗……
E0034_10_324_a_03	(CAIN)！你到底有何企图？！
E0034_10_324_a_04	(ROZA)在哪儿……她平安无事吧？
E0034_10_324_a_05	呵，这么担心她吗？\n若你想救(ROZA)的命，\n便取回特罗亚的“土之水晶”与其交换。
E0034_10_324_a_06	你说什么？
E0034_10_324_a_07	太卑鄙了！
E0034_10_324_a_08	等你得到那颗水晶，我会再次与你联络……\n听好了，一定要取回水晶。\n为了保证(ROZA)的人身安全……
E0034_10_324_a_09	混账！
E0034_10_324_a_10	(CAIN)，快醒醒！！
E0034_10_324_a_11	我们要说的只有这些……
E0034_12_323_a_01	(CECIL)阁下！
E0034_12_323_a_02	(CAIN)那家伙！
E0034_12_323_a_03	向特罗亚出发！\n(CID)，往西北方向前进！
E0044_02_015_a_01	这里是……
E0044_02_015_a_02	你在巴隆城中的房间哦。
E0044_02_015_a_03	你已经打倒了假国王，\n我们可以放心了！
E0044_02_015_a_04	(CECIL)……\n有些话我必须对你说……
E0044_02_015_a_05	什么？
E0044_02_015_a_06	是关于水晶的事情……
E0044_02_015_a_07	从特罗亚王国借来的土之水晶也被夺走了……<P>\n这样一来，\n高贝扎便集齐了所有水晶。
E0044_02_015_a_08	不，他们还只收集了４颗水晶……
E0044_02_015_a_09	水晶不是只有４颗吗……
E0044_02_015_a_10	话说回来，我听到了某件传闻！
E0044_02_015_a_11	难道是……
E0044_02_015_a_12	没错……就是“暗之水晶”。
E0044_02_015_a_13	存在于我们的世界的４颗水晶，\n换而言之，也就是表之水晶。
E0044_02_015_a_14	里之水晶是……
E0044_02_015_a_15	就是“暗之水晶”吗！
E0044_02_015_a_16	没错。\n因此，交给高贝扎的水晶，\n不过仅有一半而已！
E0044_02_015_a_17	可是，虽然我听说过“暗之水晶”的传闻，\n却不知道它的所在之处。
E0044_02_015_a_18	不过，高贝扎找到了那个地点。
E0044_02_015_a_19	我们必须尽快过去！\n那地方究竟在何处？
E0044_02_015_a_20	与文字上的表与里一样，\n就在地下。
E0044_02_015_a_21	地下？！
E0044_02_015_a_22	我们要怎样过去呢？！\n难道要挖个深不见底的洞？
E0044_02_015_a_23	总而言之，水晶分为表与里……<P>\n也就是说，集齐了所有\n光之水晶和暗之水晶时，\n通往月亮的道路便会开启……
E0044_02_015_a_24	通往月亮的道路？
E0044_02_015_a_25	我不太清楚……\n这应该是开启道路的钥匙。\n我把它交给你。
E0044_02_015_a_26	获得了“岩浆石”。
E0044_02_015_a_27	这是什么？
E0044_02_015_a_28	据说把这块石头扔进某处，\n就能开启通往地下的道路。
E0044_02_015_a_29	地点在哪儿？
E0044_02_015_a_30	究竟在哪儿呢？
E0044_02_015_a_31	我所知道的只有这么多了……
E0044_02_015_a_32	嘿，冥思苦想着什么呢？！\n我们有企业号嘛！<P>\n我们一瞬间就能环绕这个世界一周！
E0044_02_015_a_33	可是……企业号在佐特塔中……
E0044_02_015_a_34	嘿嘿，可别小瞧老夫！\n它可是最新型的产品！\n可以通过远程操控，\n让它自动飞回巴隆！
E0044_02_015_a_35	那么就这么办吧。
E0044_02_015_a_36	(CID)，我们就靠你了！
E0044_02_015_a_37	当然了！既然决定好了，我们明早就出发！\n就以到达地下的入口为目标，\n今天到此为止，先睡一觉吧！
E0044_02_015_a_38	不过……\n为何那时高贝扎没有给我最后一击呢？
E0044_02_015_a_39	怎么了？
E0044_02_015_a_40	没什么。\n今天就先休息吧……
E0044_03_015_a_41	好嘞，出发！
E0055_00_004_a_01	(CECIL)先生！\n是师傅派我们来的！<P>\n师傅吩咐我们制作钩子，\n安装到企业号船身！\n别担心，眨眼之间就能做好！
E0055_01_004_a_01	这样一来，就能吊起气垫船，前往目的地了！
E0055_01_004_a_02	把企业号与气垫船绑在一起，\n按“确定键”就能合体或分离！
E0055_01_004_a_02_2	把企业号与气垫船绑在一起，\n点击“！”键就能合体或分离！
E0055_01_004_a_03	这么一来，我们就可以去巴别塔中的艾布拉纳洞窟了！
E0055_01_004_a_04	把气垫船停在陆上的浅滩边，\n就可以换乘了！
E0055_01_004_a_05	其实，(CID)他……
E0055_01_004_a_06	过于精力旺盛而烦到你们了吗？
E0055_01_004_a_07	他可是一位怎么杀都杀不死的男人呢！
E0055_01_004_a_08	那么，我们还有堆积如山的工作要做！\n您也加油！
E0137_00_021_a_01	(CECIL)啊……
E0137_00_021_a_02	陛下？！
E0137_00_021_a_03	前往幻兽的世界……然后再来这里吧。\n我也……应该能够帮上你的忙。
E0137_00_021_a_04	陛下……
E0108_00_021_a_01	你干得很好……
E0108_00_021_a_02	陛下……
E0108_00_021_a_03	(CECIL)……别露出如此哀伤的表情。\n我的确已被魔物杀害，失去了肉体。\n但我的意志会永存于世……<P>\n只要那位迷雾村的召唤师召唤我，\n我便能够随时助你一臂之力……\n当然是作为一击必杀的幻兽。<P>\n不过，按照幻界的规则，\n我必须试试你的力量。\n千万不要大意啊，(CECIL)！
E0108_00_021_b_01	电击贯穿了奥丁！
E0108_01_021_a_01	你强壮了不少啊，(CECIL)……\n巴隆……不，这个世界就拜托你了。\n我将与你一同战斗，助你们一臂之力！
E0108_01_021_a_02	陛下……
E0108_01_021_a_03	(RYDIA)学会了“奥丁”！
E0135_01_022_a_01	猪变！<P>\n啊！<P>\n不好了！
E0135_01_022_a_02	抱歉，把你给缩小了……
E0136_01_020_a_01	被看不见的力量封印着。
N101_C02_004_07_01	这座塔禁止进入。
N101_C02_004_03_01	没有异常情况！
N101_C02_004_03_02	没想到陛下竟然被怪物取代了……
N101_C02_004_04_01	最近，我感觉城里的气氛十分压抑……
N101_C02_004_04_02	我们可能也被操纵过。
N101_C02_004_01_01	听说您明早启程。\n今天请休息吧。
N101_C02_004_02_01	不久便要入夜。\n最好不要外出。
N101_C02_004_01_02	陛下命令您前往迷雾村，\n务必把“爆弹戒指”顺利地送过去。
N101_C02_004_01_03	你想干什么？\n你得到通行许可了吗？
N105_C01_004_06_01	您看到(CID)师傅了吗？\n他把维修飞空艇的任务交给我们，\n似乎在考虑着些什么。
N105_C01_004_06_02	师傅！还有(CECIL)先生！
N105_C01_004_06_03	师傅还是老样子呢！
N105_C01_004_05_01	啊，今晚也得熬夜啊……<P>\n啊！这事您一定要对师傅保密啊！\n工、工作好开心！
N105_C01_004_05_02	师、师傅的幽灵！<P>\n诶，是真人？\n快、快去干活！！
N105_C01_004_05_03	我的技术能与师傅相提并论了吧？<P>\n你、你要对师傅保密哦！
N101_C02_005_01_01	听说您从密西迪亚带回了水晶！
N101_C02_005_01_02	高贝扎所率领的士兵们，\n有着与人类不同的眼神……
N101_C02_005_02_01	……<P>\n我、我才没有睡觉呢！
N101_C02_005_02_02	那位伟大的国王……\n竟然被怪物杀害了……
N101_C02_005_03_01	为讨伐幻兽，\n您可以使用这间屋子里面的宝物。\n按下墙壁上的开关，门便会开启。
N101_C02_005_03_02	夜晚，地下会传出一些声音。那声音……\n与现已去世的陛下的声音十分相似……
N101_C02_006_04_01	最近，我感觉陛下有些怪怪的。
N101_C02_006_04_02	(CECIL)大人！\n能够统治巴隆王国的人只有您了！
N101_C02_006_03_01	我相信陛下！
N101_C02_006_03_02	(CECIL)大人，请让陛下安息吧！
N101_C02_006_05_01	雾之谷位于巴隆的西北方。\n据说此地一直被浓雾笼罩着。
N101_C02_006_05_02	以我们龙骑士的荣誉，坚守住这座巴隆城！
N101_C02_006_06_01	有我们龙骑士团长(CAIN)先生与\n赤翼队的(CECIL)先生结伴同行，\n我们无所畏惧！
N101_C02_006_06_02	我没脸见(CAIN)先生了……
P002_C00_006_07_01	怎么了？睡不着吗？
N003_C01_006_01_01	我听到了许多关于陛下的传闻，\n万一消息被陛下听到可不得了……
N003_C01_006_01_02	守城就交给我们了！
N003_C01_006_02_01	若是想要保住您的命，\n就请不要胡思乱想。
N003_C01_006_02_02	我注意到了陛下的改变，\n却因苟且性命……
N003_C01_007_01_01	陛下非常生气。\n陛下说，在把“爆弹戒指”\n送往迷雾村之前，不想见您。
N003_C01_008_01_01	绝不再把巴隆城交给魔物！
N118_C01_022_02_01	为了早日把魔法应用于实战，\n我正投入全部精力研究。
N118_C01_022_02_02	竟没能看破假扮陛下的魔物……\n我的功夫还远远不到家呐。
N118_C01_022_03_01	仅使用火炎、冰结、闪雷这些基本魔法，\n是打不过某些魔物的。<P>\n过去似乎有更加强大的魔法……
N118_C01_022_03_02	哎呀！古代的陨石魔法依然存在着吗！
N118_C01_022_01_01	催眠！<P>\n咦？<P>\n你不困吗？<P>\n真奇怪啊。
N117_C01_023_02_01	最近，陛下比以往更加精力充沛。\n可是，我总感觉哪里不对劲……
N117_C01_023_02_02	我们为了能够帮助士兵们，\n正在修炼白魔法。
N117_C01_023_03_01	我正在研究初步的白魔法。<P>\n白魔法包括三个层次——\n治疗、救疗和康疗！
N117_C01_023_03_02	魔物竟然在不知不觉之间伪装成陛下……
N117_C01_023_01_01	(ROZA)想要助(CECIL)一臂之力，\n因而选择成为了白魔法师哦。<P>\n你可别让(ROZA)太操心。
N117_C01_023_01_02	如今，我们只能祈祷亡故的陛下能够安息……
N101_C02_011_01_01	在密西迪亚反抗我们的魔法师，\n已被关入这所地牢。\n进入牢房便可与他们交谈。
N101_C02_011_01_02	真希望这座牢房能够迎来荒废的一天……
N118_C01_011_02_01	你是那个暗黑骑士！\n你以为你的所作所为能得到原谅吗？！
N117_C01_011_03_01	我们变成怎样都无所谓。\n但是，至少请把水晶留在密西迪亚！
N118_C01_011_04_01	你们一无所知！\n水晶并不是普通的宝石！
N101_C02_012_01_01	好痛！\n这是被魔物袭击所受的伤！
N101_C02_012_01_02	队、队长？！\n您、您变得更加威武了！
N101_C02_012_02_01	队长！
N101_C02_012_02_02	太好了！您还活着啊！！
N101_C02_012_03_01	喝个痛快，\n忘掉在密西迪亚发生的事情吧……
N101_C02_012_03_02	陛下亡故后，\n能够继承这巴隆王国的人非你莫属！
N101_C02_012_05_01	这真是件令人感到不快的任务……
N101_C02_012_05_02	我们赤翼队……\n被高贝扎给夺走了！
N101_C02_012_04_01	赤翼队也衰落了！
N101_C02_012_04_02	可恶！只要有飞空艇就好办了！
P013_C00_015_02_01	晚安……
N101_C02_016_01_01	这里是历代相传的巴隆的宝物之存放地。\n因此禁止进入。
E0006_02_352_a_01	就这样，暗黑骑士(CECIL)
E0006_02_352_a_02	被剥夺了巴隆王国
E0006_02_352_a_03	飞空艇军团
E0006_02_352_a_04	“赤翼队”队长一职
E0006_02_352_a_05	他与龙骑士军团的团长(CAIN)
E0006_02_352_a_06	一起前往位于边境的迷雾村
E0006_02_352_a_07	讨伐幻兽
E0006_02_352_a_08	于是他们离开了巴隆城
E0006_02_352_a_09	向云雾缭绕的山谷前进。
E0006_02_352_a_10	驰骋天际的飞空艇
E0006_02_352_a_11	曾是人们的梦想……
E0006_02_352_a_12	然而，助飞空艇冲上云霄的动力
E0006_02_352_a_13	却没有因梦想的实现而止步
E0006_02_352_a_14	甚至变成了满足欲望的手段。
E0006_02_352_a_15	巴隆王国因飞空艇军团“赤翼队”
E0006_02_352_a_16	而成为了最强大的军事国。
E0006_02_352_a_17	拥有强大国力的巴隆王
E0006_02_352_a_18	为何想要得到水晶呢？
E0006_02_352_a_19	众多魔物又为何会在
E0006_02_352_a_20	光天化日之下出现呢？
E0006_02_352_a_21	水晶只是静静地
E0006_02_352_a_22	散发着光芒……
E0032_00_025_a_01	这不是(YANG)吗！\n太好了，你没事吧。
E0032_00_025_a_02	你是……
E0032_00_025_a_03	我换了一身装备，你认不出来了吧。\n是我，(CECIL)。
E0032_00_025_a_04	(CECIL)！我找你好久了……<P>\n违逆巴隆王的狂犬！\n小的们，给我上！！
E0032_00_025_a_05	是！
E0032_01_025_a_01	(YANG)，是我啊！\n你不认识我了吗？！
E0032_01_025_a_02	当然认识你了，这个不速之客！
E0032_01_025_b_01	(YANG)！快醒醒！
E0032_01_025_b_02	归西吧！
E0032_01_025_b_03	我是(CECIL)！看清楚了！
E0032_01_025_b_04	喝喝！
E0032_01_025_b_05	呃……
E0032_02_025_a_01	(CECIL)……阁下？\n我……被利维亚桑……
