SPEAKER_01	???
E0001_03_342_a_01	The Red Wings are supposed to protect people, not harm them!
E0001_03_342_a_02	That's enough!
E0001_03_342_a_03	But Captain!
E0001_03_342_a_04	Surely you don't condone what we've done?
E0001_03_342_a_05	All of you, listen well. The raid on Mysidia was imperative for Baron's prosperity.<P>\nThe Mysidians know too much about the Crystals—their very possession of one is a threat to Baron.<P>\nHis Majesty ordered we obtain their Crystal, and as soldiers of the Royal Air Force, we are sworn to obey.
E0001_03_342_a_06	Captain...
E0001_03_342_a_07	Captain! Monsters sighted dead ahead!
E0001_03_342_a_08	Prepare for battle!
E0001_04_342_a_01	Ugh...
E0001_04_342_a_02	Are you alright!?
E0001_04_342_a_03	We've got more hostiles!
E0001_04_342_a_04	Damnation!
E0001_05_342_a_01	Is everyone okay?
E0001_05_342_a_02	All accounted for, sir.
E0001_05_342_a_03	We've been encountering more monsters than ever lately...
E0001_05_342_a_04	There's no end to them!
E0001_05_342_a_05	Could it be...some kind of omen?
E0001_05_342_a_06	Captain, we are now approaching Baron.
E0001_05_342_a_07	Very well. Prepare for landing.
E0001_07_004_a_01	Well done! So the Crystal is now ours.
E0001_07_004_a_02	The Mysidians put up no resistance. In fact, they were completely defenseless.
E0001_07_004_a_03	Is this pity I perceive? Hmph! Come, Captain. His Majesty awaits.
E0001_10_007_a_01	If you'll excuse me, Captain, I must speak to His Majesty in private. Please wait here.
E0001_11_008_a_01	Your Majesty, I am afraid (CECIL) can no longer be trusted. He clearly questions your authority.
E0001_11_008_a_02	He does!? Your counsel is well heeded, Baigan.<P>\nBut so long as I obtain the Crystals, (CECIL)'s transgressions matter little. Send him in.
E0001_11_008_a_03	Yes, Your Majesty.
E0001_11_008_a_04	Captain! His Majesty summons you.
E0001_11_008_a_05	The Kingdom of Baron hails your return. May I have the Crystal?
E0001_11_008_a_06	Yes, Your Majesty.
E0001_11_008_a_07	Handed over the Water Crystal.
E0001_11_008_a_08	It looks genuine to me, sire.
E0001_11_008_a_09	It is...beautiful to behold... You are dismissed, (CECIL).
E0001_11_008_a_10	Your Majesty!
E0001_11_008_a_11	Yes?
E0001_11_008_a_12	Captain, what is it?
E0001_11_008_a_13	Your Majesty, forgive me, but what are your intentions regarding the Crystals?<P>\nMy men are confused and displeased at their orders.
E0001_11_008_a_14	And what of you? Do you question my command?
E0001_11_008_a_15	No! I only ask—
E0001_11_008_a_16	Silence! Do not think your treachery has slipped past me!<P>\nI trusted you, (CECIL), but you leave me no choice. I hereby relieve you of command of the Red Wings!
E0001_11_008_a_24	Your Majesty!
E0001_11_008_a_17	Now, I charge you with another duty.<P>\nSlay the phantom beast that plagues Mist Valley, and deliver this bomb ring to the village of Mist.<P>\nYou leave tomorrow, at first light.
E0001_11_008_a_18	Your Majesty, I beg you to reconsider.
E0001_11_008_a_19	(CECIL) has done no wrong.
E0001_11_008_a_20	Ah, (CAIN). If you are so concerned about your traitorous friend, you may accompany him!
E0001_11_008_a_25	Your Majesty!
E0001_11_008_a_21	Now, take the ring and begone!
E0001_11_008_a_22	Received Bomb Ring.
E0001_11_008_a_23	Your Majesty!
E0001_12_006_a_01	I'm sorry, (CAIN).
E0001_12_006_a_02	Once we've completed the mission, the king is bound to forgive us both.<P>\nYou'll command the Red Wings again in no time.
E0001_12_006_a_03	...
E0001_12_006_a_04	Get some rest. Leave tomorrow's preparations to me.
E0101_00_006_a_01	What's wrong?
E0101_00_006_a_02	...I'm sorry to have dragged you into this.
E0101_00_006_a_03	Don't be. I acted of my own free will.
E0101_00_006_a_04	I mastered the dark sword on His Majesty's orders. But it was to protect Baron, not to plunder.
E0101_00_006_a_05	You're not to blame. I'm sure the king has his reasons.
E0101_00_006_a_06	I envy you, (CAIN). I envy the path you chose.
E0101_00_006_a_07	I suppose I could've attained a higher rank, had I become a dark knight.<P>\nMy father was a dragoon, but he passed away when I was still young.<P>\nI felt that I could keep some sort of connection with him if I became a dragoon as well.
E0101_00_006_a_08	...
E0101_00_006_a_09	I didn't mean to bore you with my stories. Anyway, I don't need your concern.<P>\nThe only thing you should be concerned about is slaying that beast tomorrow.<P>\nI don't want to be the only one pulling his weight.
E0101_00_006_a_10	I'll give as good as you, rest assured!
E0101_00_006_a_11	That's more like it.<P>\nWe should get some sleep. We rise early tomorrow.
E0002_00_009_a_01	(CECIL)!
E0002_00_009_a_02	Thank goodness you're alright. I was so worried. You left on such short notice.
E0002_00_009_a_03	We're fine. I wish I could say the same for the Mysidians we slaughtered...
E0002_00_009_a_06	(CECIL)!
E0002_00_009_a_04	I'll come see you later, okay?
E0002_00_009_a_05	Very well...
E0003_00_004_a_01	Well, well, well. Look who's back. (ROZA) was worried sick about you.
E0003_00_004_a_02	Don't you ever do that to her again, you hear?<P>\nSo, how are my airships? I'll bet you and your goons wrecked them up something awful.<P>\nHey, what's the matter with you, kiddo?
E0003_00_004_a_03	Well...
E0003_00_004_a_04	What!? The king demoted you?<P>\nWhat about the Red Wings? They'll be a mess without you!<P>\nCome to think of it, the king's been acting peculiar for some time.<P>\nHis Majesty ordered me to build an airship for killing people! Everyone's worried about him...<P>\nAnyhoo, be careful out there! Make short work of that mission and get back safe.<P>\n...Whoa, I have to start heading home! My daughter will kill me if I'm not back soon!
E0004_00_014_a_01	I've changed your sheets, sir. I hear you depart early tomorrow morning. Good night.
E0005_00_015_a_01	What's happened to the king? He covets the Crystals as though he's possessed.<P>\nAnd it seems he'll resort to any means to get them... Nevertheless, I can't defy him.<P>\nHow could I cross the man who raised (CAIN) and me like his very own? The chivalrous knight whom I've adored and admired since childhood? I will not betray him. I can't.
E0005_00_015_a_14	(CECIL)!
E0005_00_015_a_02	What's going on? You just returned from Mysidia, and now you must journey afar to battle some phantom beast? It's all too sudden.
E0005_00_015_a_03	Everything's fine.
E0005_00_015_a_04	(CECIL), look at me.
E0005_00_015_a_05	...In Mysidia, we killed innocent people to steal their Crystal. It was horrible.<P>\nBut I suppose this is my fate as a dark knight. Soon, I won't even feel remorse for my actions.
E0005_00_015_a_06	You and I both know that will never happen.
E0005_00_015_a_07	Still, I can't defy the king... I'm a hopeless coward.
E0005_00_015_a_08	The (CECIL) I know would never whimper like this!<P>\nThe (CECIL) I love...
E0005_00_015_a_09	You leave for Mist early tomorrow, right?
E0005_00_015_a_10	Yes, but don't worry. (CAIN)'s coming too.
E0005_00_015_a_11	I'll be fine. Trust me.
E0005_00_015_a_12	Please come back to me in one piece.
E0005_00_015_a_13	Thank you, (ROZA)...<P>\nThough as a dark knight, you know we can never truly be together...
E0006_00_005_a_01	So, are you ready for some real combat?
E0006_00_005_a_02	Always.
E0006_00_005_a_03	Lead the way.
E0033_00_005_a_01	Sir (CECIL)!
E0033_00_005_a_02	So good of you to return.
E0033_00_005_a_03	Baigan, not you too...
E0033_00_005_a_04	Is something the matter?
E0033_00_005_a_05	You serve Golbez as well?
E0033_00_005_a_06	Never! As captain of the Royal Guards, my loyalty lies with Baron.
E0033_00_005_a_07	Where's (CID)? I heard he's being held prisoner.
E0033_00_005_a_08	I was looking for him myself, but my men and I were attacked. I was the only survivor...
E0033_00_005_a_09	I see. Then you must join us.
E0033_00_005_a_10	It would be an honor.
E0033_00_005_a_11	Captain Baigan of the Royal Guards has joined the party.
E0033_00_005_a_12	What is it?
E0033_00_005_a_13	Something's wrong.
E0033_00_005_a_14	Yes. I sense danger.
E0033_00_005_a_15	What!? Like...a...monster?
E0033_00_005_a_16	Oh, give me a break, mister.
E0033_00_005_a_17	Sir, no disrespect, but that acting of yours is about as subtle as a crutch.
E0033_00_005_a_18	Baigan! You've betrayed Baron too!?
E0033_00_005_a_19	Golbez's wishes are Baron's wishes. And he granted a wonderful power to me. Observe!
E0033_01_005_a_01	Ha! Nothing to it!
E0033_01_005_a_02	Baigan always seemed so loyal...
E0034_00_008_a_01	(CECIL), you have returned! I am glad to see you are safe.
E0034_00_008_a_02	Thank you.
E0034_00_008_a_03	I see you have become a paladin. Paladins are of little use—a dark knight would be much more valuable to us.
E0034_00_008_a_04	Your Majesty?
E0034_00_008_a_05	Your who? Oh, you must mean the old duffer who refused to surrender his kingdom.<P>\nHahaha, I must say I've enjoyed impersonating him.
E0034_00_008_a_06	What have you done with the king!?
E0034_00_008_a_07	You'll see him soon enough. Oh, and give my regards to Scarmiglione if you run into him in the netherworld.<P>\nThat weakling never deserved to be one of the four Elemental Lords. The rest of us are more powerful than him.
E0034_00_008_a_08	Then you are...!?
E0034_00_008_a_09	Behold! I am the Lord of Water, Cagnazzo!
E0034_00_008_b_01	Torrents of water begin to build!
E0034_00_008_b_02	Turtle defense!
E0034_00_008_b_03	Thunder breaks the barrier!
E0034_01_008_a_01	You dirty rotten impostor!
E0034_01_008_a_02	You're gonna get a complimentary face-beating for locking me up in that sty! <P>\n...Eh?
E0034_01_008_a_03	(CID)!
E0034_01_008_a_04	(CECIL)? You're alive! You had me worried!
E0034_01_008_a_05	I'm sorry...
E0034_01_008_a_06	Where's (ROZA)!? She went after you, convinced that you were still alive.
E0034_01_008_a_07	Golbez has taken her...
E0034_01_008_a_08	What!? How could you let that happen?<P>\nSpeaking of Golbez... First he wrecks my airships, then he takes (ROZA)!
E0034_01_008_a_09	And she's still in trouble, so stop your jabbering and take us to your airship!
E0034_01_008_a_10	Who's this snippy octogenarian?
E0034_01_008_a_11	I could say the same thing to you!
E0034_01_008_a_12	What!? I'm half your age, and then some!
E0034_01_008_a_13	Please! This is not the time. Sir, allow me to introduce the great sage (TELLA).
E0034_01_008_a_14	And this is Master (YANG), the high monk of Fabul.<P>\nI am (POLOM), an apprentice mage from Mysidia.
E0034_01_008_a_15	Great, now we'll have another geezer on board...
E0034_01_008_a_16	That repulsive brat is my twin brother, (PALOM).
E0034_01_008_a_17	You goody two-shoes!
E0034_01_008_a_18	It is an honor to meet you.
E0034_01_008_a_19	Well, you sure are a mannerly fellow.
E0034_01_008_a_20	(CID), where is your new airship?
E0034_01_008_a_21	Heh heh.
E0034_01_008_a_22	Where nobody would ever suspect.
E0034_01_008_a_23	We must hurry! (ROZA)'s life is in danger!
E0034_01_008_a_24	I know, I know! You don't have to shout, we're not deaf like you.<P>\nEveryone, follow me!
E0034_02_007_a_01	Hahahaha...<P>\nYou may have defeated me, but you have not heard the last of Cagnazzo.<P>\nNow, join me in the netherworld!
E0034_02_007_a_02	The walls!
E0034_02_007_a_03	It's locked!
E0034_02_007_a_04	This side is locked, too!
E0034_02_007_a_05	(PALOM)! (POLOM)!
E0034_02_007_a_06	I guess there's only one thing to do.
E0034_02_007_a_07	(CECIL), I'm glad we were able to become friends.
E0034_02_007_a_08	Don't do anything rash, you two!
E0034_02_007_a_09	We're not going to let you die!
E0034_02_007_a_10	We thank you for everything you taught us, Sage (TELLA).
E0034_02_007_a_11	Ready, (POLOM)?
E0034_02_007_a_12	Yes!
E0034_02_007_a_13	No!
E0034_02_007_a_14	Break!
E0034_02_007_a_15	(PALOM)!
E0034_02_007_a_16	(POLOM)!
E0034_02_007_a_17	Hold on! I know how to cure this!<P>\nEsuna!
E0034_02_007_a_18	The spell has no effect, as the twins became stone of their own will.
E0034_02_007_a_19	You fools! That was my sacrifice to make, not yours—I am an old man!
E0034_02_007_a_20	Forgive me, you two...
E0034_02_007_a_21	I will avenge you both. I swear to it!
E0034_02_007_a_22	It's time for some payback! To the Enterprise!
E0034_02_007_a_23	I'll get you...
E0034_02_007_a_24	...Golbez!
E0034_04_006_a_01	But there's nothing here.
E0034_04_006_a_02	The best place to hide is often in plain sight!
E0034_06_327_a_01	You hid it down here?
E0034_06_327_a_02	Amazing...
E0034_06_327_a_03	Ain't she a beaut? Right, let's get the Enterprise on-line!
E0034_08_323_a_01	Battle stations, everyone! Time to unleash the power of the Enterprise!
E0034_08_323_a_02	Wait!
E0034_08_323_a_03	What is that?
E0034_08_323_a_04	Looks like a white flag...
E0034_10_324_a_01	(CAIN)!
E0034_10_324_a_02	Heh! So you're still among the living.
E0034_10_324_a_03	(CAIN)! You little maggot!
E0034_10_324_a_04	Is (ROZA) safe and well?
E0034_10_324_a_05	If you want her back, bring me the Earth Crystal.
E0034_10_324_a_06	What!?
E0034_10_324_a_07	You shameless dog!
E0034_10_324_a_08	We'll speak again once you have the Crystal in your possession.<P>\nAnd if (ROZA) means anything to you, you'll get that Crystal.
E0034_10_324_a_09	Why, you...
E0034_10_324_a_10	Wake up, (CAIN)!
E0034_10_324_a_11	I have nothing else to say to you.
E0034_12_323_a_01	(CECIL)...
E0034_12_323_a_02	That dirty scumbag...
E0034_12_323_a_03	(CID), set a course northwest...for Troia.
E0044_02_015_a_01	This is...
E0044_02_015_a_02	Yes, it's your room in Baron.
E0044_02_015_a_03	Now that we've taken care of the fake king, there's nothing to worry about.
E0044_02_015_a_04	(CECIL), there's something I must tell you...
E0044_02_015_a_05	What is it?
E0044_02_015_a_06	It's about the Crystals.
E0044_02_015_a_07	Well, we've lost Troia's Earth Crystal to Golbez, which means he now holds all the Crystals.
E0044_02_015_a_08	Not quite. He only has four.
E0044_02_015_a_09	You mean there are more?
E0044_02_015_a_10	I've heard the legends, but they can't be true!
E0044_02_015_a_11	You can't mean...
E0044_02_015_a_12	They are. The Dark Crystals are real.
E0044_02_015_a_13	Makes sense. After all, our world has the Light Crystals.
E0044_02_015_a_14	So where are these Dark Crystals?
E0044_02_015_a_15	In some other world, perhaps?
E0044_02_015_a_16	Exactly. So you see, Golbez only has half of the Crystals.
E0044_02_015_a_17	Well, now we know they exist, but how do we go about finding them?
E0044_02_015_a_18	Golbez knows of their location.
E0044_02_015_a_19	Then there's no time to lose! Where are they?
E0044_02_015_a_20	They lie under the surface of the earth...in the underworld.
E0044_02_015_a_21	That cannot be!
E0044_02_015_a_22	Underground? Are you sure about this?
E0044_02_015_a_23	That's what I overheard Golbez say.<P>\nHe also said that when all of the Crystals of light and darkness are gathered, a path to the moon will open.
E0044_02_015_a_24	A path to the moon?
E0044_02_015_a_25	I'm not sure exactly what it is, but this key will help us get there.<P>\nHere, you take it.
E0044_02_015_a_26	Obtained Magma Rock.
E0044_02_015_a_27	This...is a key?
E0044_02_015_a_28	If we use it...somewhere, it should open a path to the underworld.
E0044_02_015_a_29	But where?
E0044_02_015_a_30	Yes, where do we use it?
E0044_02_015_a_31	I wish I knew...
E0044_02_015_a_32	Ah, no worries! We'll just fly around the world on the Enterprise till we find the place.
E0044_02_015_a_33	But we lost the airship near the Tower of Zot.
E0044_02_015_a_34	Pshaw! My baby's equipped with auto-pilot. I'll bet she's flown back already.
E0044_02_015_a_35	Then we have a plan.
E0044_02_015_a_36	(CID), what would we do without you?
E0044_02_015_a_37	Heh heh.<P>\nAlright, we leave first thing tomorrow. Let's rest up for our journey to the underworld!
E0044_02_015_a_38	I still don't understand... Why didn't Golbez finish me off at the tower?
E0044_02_015_a_39	(CECIL)?
E0044_02_015_a_40	Sorry, I was just thinking aloud. Come on, let's get some rest.
E0044_03_015_a_41	All set!
E0055_00_004_a_01	Hello, (CECIL). The boss ordered us to attach this hook to the Enterprise. It won't take long.
E0055_01_004_a_01	It's done! Now you can hoist and carry the hovercraft.
E0055_01_004_a_02	Just fly the Enterprise right over the hovercraft, and press Confirm to pick it up and drop it down.
E0055_01_004_a_02_2	Just fly the Enterprise right over the hovercraft, and tap the exclamation point to pick it up and drop it down.
E0055_01_004_a_03	You can go pretty much anywhere now, even the Cave of Eblan that leads to the Tower of Babel.
E0055_01_004_a_04	Simply lower the hovercraft over the shallows to board it.
E0055_01_004_a_05	There's something I must tell you both. It's about (CID)...
E0055_01_004_a_06	He's impossible. Yes, we know. With all that crazy energy, I can't imagine he'll ever check out.
E0055_01_004_a_07	I doubt anyone could put him out of commission!
E0055_01_004_a_08	We must return to work, but good luck to you all!
E0137_00_021_a_01	(CECIL)...
E0137_00_021_a_02	Your Majesty!?
E0137_00_021_a_03	Venture to the Land of Summons and return to me here. I may be able to help you then.
E0137_00_021_a_04	Yes, Your Majesty.
E0108_00_021_a_01	So you have returned.
E0108_00_021_a_02	Your Majesty...
E0108_00_021_a_03	I do not need your pity. Although I have been slain, I have been given eternal power.<P>\nThe summoner that follows you will be able to call upon me whenever my help is required.<P>\nCall on my sword, and it will be yours.<P>\nHowever, you must earn my respect by proving your strength and courage. Let us begin the battle!
E0108_00_021_b_01	Lightning courses through Odin!
E0108_01_021_a_01	You have grown strong.<P>\nNow you must use that strength to protect Baron, and the world.<P>\nI shall fight along with you as Odin.
E0108_01_021_a_02	Thank you, Your Majesty!
E0108_01_021_a_03	(RYDIA) has learned Odin.
E0135_01_022_a_01	Piggy!<P>\n!?<P>\nOops!
E0135_01_022_a_02	Aw, dang, that was Mini. Sorry!
E0136_01_020_a_01	An invisible force blocks the way.
N101_C02_004_07_01	This tower is off-limits.
N101_C02_004_03_01	All is well, sir.
N101_C02_004_03_02	I can't believe the king had been replaced by a monster...
N101_C02_004_04_01	A foreboding air surrounds the castle as of late.
N101_C02_004_04_02	We were far too negligent.
N101_C02_004_01_01	You leave early tomorrow. Please get some rest, sir.
N101_C02_004_02_01	Nightfall is approaching, sir. Please remain inside the castle.
N101_C02_004_01_02	The king forbids you from entering the castle until you have delivered the bomb ring to the village of Mist.
N101_C02_004_01_03	Leave at once! You don't have permission to be here!
N105_C01_004_06_01	Have you seen (CID)? He ordered us to service the airships, then just up and disappeared.<P>\nI think something's troubling him.
N105_C01_004_06_02	Boss! You're alive!
N105_C01_004_06_03	I guess the boss is just as busy as always!
N105_C01_004_05_01	We have to pull another all-nighter today! I'm so tired...<P>\n...Oh! Don't tell the boss that I was grousing.
N105_C01_004_05_02	Boss!? Is that you!? What are you doing here? I-I'll get back to work right away!
N105_C01_004_05_03	My skills have reached a new level. Maybe I'm ready to fill the boss's shoes now.<P>\nD-don't tell the boss I said that, okay?
N101_C02_005_01_01	I heard you acquired the Crystal from Mysidia.
N101_C02_005_01_02	The soldiers of Golbez's army were all monsters, not a single human among them.
N101_C02_005_02_01	I'm on duty! Leave me alone!
N101_C02_005_02_02	What befell the king is tragic...
N101_C02_005_03_01	You are free to take the items from the storage room to help you on your mission.<P>\nPress the switch on the wall to open the door.
N101_C02_005_03_02	I can hear the voice of the late king echoing from below. Could this castle be...haunted?
N101_C02_006_04_01	His Majesty is acting very strange lately.
N101_C02_006_04_02	Sir (CECIL) for king!
N101_C02_006_03_01	Whatever others may say, I trust the king.
N101_C02_006_03_02	We must avenge the king!
N101_C02_006_05_01	Mist Valley is northwest of Baron.
N101_C02_006_05_02	On our honor, we dragoons will protect the castle.
N101_C02_006_06_01	With you and our commander (CAIN) joining forces, nothing will be able to stop you.
N101_C02_006_06_02	I failed to protect the king. I cannot face Master (CAIN)...
P002_C00_006_07_01	I'll see you in the morn.
N003_C01_006_01_01	I've heard rather disturbing rumors regarding the king lately.
N003_C01_006_01_02	We will guard Baron with our lives, sir.
N003_C01_006_02_01	If you value your life, you'd best put king and country before anything else.
N003_C01_006_02_02	I should have acted sooner to stop the king...
N003_C01_007_01_01	The king is most displeased. He will not see you until you have delivered the bomb ring to the village of Mist.
N003_C01_008_01_01	Never again will monsters rule over this castle.
N118_C01_022_02_01	We're diligently working to develop more spells for actual combat.
N118_C01_022_02_02	How could I not see that the king had been replaced by a monster? I require much more training...
N118_C01_022_03_01	Basic spells like Fire and Blizzard aren't powerful enough to defeat many monsters.<P>\nBut I do seem to remember hearing about more potent spells...
N118_C01_022_03_02	So, Meteor exists after all!
N118_C01_022_01_01	Sleep!<P>\nHeh heh. Sweet dreams, pal!<P>\nHuh? Whazzit? You're not sleepy at all?<P>\nWell, heck, what did I do wrong?
N117_C01_023_02_01	The king is brimming with vigor these days. I find it somewhat out of character.
N117_C01_023_02_02	We will support the soldiers with our white magic.
N117_C01_023_03_01	I'm currently studying basic white magic. The four levels of Cure spells are Cure, Cura, Curaga, and Curaja.
N117_C01_023_03_02	I can't believe a monster was impersonating the king...
N117_C01_023_01_01	(ROZA) became a white mage for you, (CECIL), to help you in any way she could.<P>\nPlease don't worry her too much.
N117_C01_023_01_02	I pray that the king may rest in peace.
N101_C02_011_01_01	We've locked up the Mysidian mages who opposed us, sir. You can talk to them through the bars.
N101_C02_011_01_02	I hope we never have to lock up another soul in this prison.
N118_C01_011_02_01	You! You won't get away with this, you hear me!?
N117_C01_011_03_01	I do not expect you to spare us, but please, return the Crystal to Mysidia.
N118_C01_011_04_01	You idiots don't know anything! The Crystal isn't just any old jewel!
N101_C02_012_01_01	Owww! My arm's broken!
N101_C02_012_01_02	Captain!? I didn't recognize you!
N101_C02_012_02_01	Captain...
N101_C02_012_02_02	It's good to see you again, Captain!
N101_C02_012_03_01	We'll just eat and laugh and try to forget about Mysidia.
N101_C02_012_03_02	You are the only one who is fit to sit the throne!
N101_C02_012_05_01	I still can't believe what we did.
N101_C02_012_05_02	Golbez took command of the Red Wings!
N101_C02_012_04_01	So much for the Red Wings' honor...
N101_C02_012_04_02	If only we had some airships!
P013_C00_015_02_01	Good night.
N101_C02_016_01_01	Baron's sacred treasures rest behind this wall, but access to that chamber is forbidden.
E0006_02_352_a_01	And so, the dark knight
E0006_02_352_a_02	(CECIL) was stripped of
E0006_02_352_a_03	his command as captain of
E0006_02_352_a_04	the Red Wings. He and the
E0006_02_352_a_05	master dragoon (CAIN)
E0006_02_352_a_06	head for the foggy valley
E0006_02_352_a_07	and the village of Mist.
E0006_02_352_a_08	
E0006_02_352_a_09	The advent of the airship marked the
E0006_02_352_a_10	realization of Baron's dreams, but also
E0006_02_352_a_11	the birth of its militarism. With its
E0006_02_352_a_12	Royal Air Force, the Red Wings,
E0006_02_352_a_13	Baron soon reigned supreme.
E0006_02_352_a_14	
E0006_02_352_a_15	Now, as monsters multiply and stir
E0006_02_352_a_16	unrest, Baron only exploits its power
E0006_02_352_a_17	to collect the world's Crystals.
E0006_02_352_a_18	
E0006_02_352_a_19	
E0006_02_352_a_20	Why?
E0006_02_352_a_21	The Crystals merely shed
E0006_02_352_a_22	their light in silence...
E0032_00_025_a_01	(YANG)!
E0032_00_025_a_02	Do I know you?
E0032_00_025_a_03	It's me, (CECIL)!
E0032_00_025_a_04	(CECIL)... The traitor knight of Baron! Seize him!
E0032_00_025_a_05	Yes, sir!
E0032_01_025_a_01	(YANG)! What are you doing!?
E0032_01_025_a_02	Your treachery cannot go unpunished!
E0032_01_025_b_01	(YANG)!
E0032_01_025_b_02	Die!
E0032_01_025_b_03	It's me!
E0032_01_025_b_04	Hiyah!
E0032_01_025_b_05	Ugh...
E0032_02_025_a_01	(CECIL)! What just happened? I cannot remember anything after Leviathan attacked...
E0032_02_025_a_02	Seems you suffered a bout of amnesia and fell into Baron's hands.
E0032_02_025_a_03	You have my sincere apologies.
E0032_02_025_a_04	Where are (RYDIA) and (GILBART)?
E0032_02_025_a_05	(RYDIA) was...swallowed by Leviathan, but I do not know what became of (GILBART)...
E0032_02_025_a_06	I see...
E0032_02_025_a_07	Where are we?
E0032_02_025_a_08	In Baron. But listen, we can't talk here. Let's find somewhere away from prying ears.
E0032_02_025_a_09	Monk (YANG) has joined the party.
E0032_02_025_a_10	Thanks for taking care of those soldiers. You're more than welcome to spend the night here.
E0032_02_025_a_11	And who might this be?
E0032_02_025_a_12	(YANG), this is (TELLA). His daughter and (GILBART) were...
E0032_02_025_a_13	My daughter sacrificed herself for the man she loved.
E0032_02_025_a_14	I am sorry for your loss. I am (YANG) of Fabul.
E0032_02_025_a_15	I'm the prodigy of Mysidia! My name's (PALOM).
E0032_02_025_a_16	Feel free to ignore my twin brother. I am (POLOM).
E0032_02_025_a_17	I can't believe you fell for Baron's lies!
E0032_02_025_a_18	(PALOM)! Apologize!
E0032_02_025_a_19	No, he is right. Please, forgive my actions.
E0032_02_025_a_20	Well, first things first, we have to find (CID).
E0032_02_025_a_21	Sneaking into the castle won't be easy.
E0032_02_025_a_22	Hm? What is this?
E0032_02_025_a_23	This is the Baron key!<P>\nOf course! They must've given it to you when they gave you command of those guards.<P>\nWith this key, we should be able to enter the castle and find (CID).
E0032_02_025_a_24	Obtained the Baron key.
E0130_00_024_a_01	No, I didn't spread any rumors about the king! Really!<P>\nSay, I'll show you something neat if you promise not to get me trouble.
E0131_00_024_a_01	You used to be a dark knight, right? Wow, you look great now! Let's dance!
N999_C01_024_01_01	The door is locked.
N999_C01_024_01_02	The door has been unlocked.
N102_C01_024_01_01	You wish to go to Mist Valley? Then you must head to the cavern northwest of Baron.
N102_C01_024_01_02	Do not defy the king, or you will end up like (CID).
N102_C01_024_01_03	Sir (CECIL)! Please avenge the king!
N101_C02_024_03_01	Stay away from Mist! Leave the village alone or something bad will happen, I know it!
N101_C02_024_03_02	I saw a strange monk with some soldiers. They seemed to be looking for something.<P>\nI think they went into the inn...
N101_C02_024_03_03	What will become of Baron now? The king left no heir...
N104_C01_024_03_01	The king is gravely mistaken in ordering his men to master the dark sword.
N104_C01_024_03_02	Why is the king torturing us like this? He must have gone mad!
N104_C01_024_03_03	Are you that dark knight from before? How you've changed!
N106_C02_024_04_01	Just thinking about dark knights gives me the heebie-jeebies...but they're still pretty cool!
N106_C02_024_04_02	I wonder if that dark knight from before really died like everyone said. I liked him.
N106_C02_024_04_03	I knew it! You're Sir (CECIL)! Go beat up Golbez! Make him pay!
N105_C00_024_05_01	This door will lead to the area before Mt. Ordeals.
N105_C00_024_05_02	This door will lead to the area before the Baron Waterway.  To the right, that door will lead to the Baron Castle lobby.
N105_C00_024_05_03	This door will lead to the the Baron Castle lobby.
