SPEAKER_01	???
E0001_01_342_a_04	Ci credo! Gli ordini sono ordini, ma strappare il Cristallo a degli innocenti...
E0001_03_342_a_01	Noi siamo le Ali Rosse, le prodi truppe aeree di Baron! Non dovremmo abbassarci a depredare i più deboli!
E0001_03_342_a_02	Fatela finita!
E0001_03_342_a_03	Ma Comandante...!
E0001_03_342_a_04	Che bisogno c'era di usare la forza contro pacifici stregoni che non opponevano resistenza?
E0001_03_342_a_05	Statemi a sentire! Il Cristallo è assolutamente indispensabile per la prosperità della nostra patria, Baron.<P>\nSua Maestà ha giudicato che la gente di Mysidia avesse eccessiva conoscenza dei segreti del Cristallo.<P>\nNoi siamo le truppe aeree del Regno di Baron, le gloriose Ali Rosse! Il nostro compito è eseguire la volontà del Re.
E0001_03_342_a_06	Comandante...
E0001_03_342_a_07	Comandante! Dei mostri!
E0001_03_342_a_08	Tutti gli uomini ai posti di combattimento!
E0001_04_342_a_01	Ugh...
E0001_04_342_a_02	Ce la fai?
E0001_04_342_a_03	Ne arrivano altri!
E0001_04_342_a_04	Dannazione!
E0001_05_342_a_01	State tutti bene?
E0001_05_342_a_02	Signorsì!
E0001_05_342_a_03	Di recente ci sono parecchi mostri in giro...
E0001_05_342_a_04	Anche troppi, se chiedi a me.
E0001_05_342_a_05	Che sia un presagio?
E0001_05_342_a_06	Abbiamo raggiunto Baron!
E0001_05_342_a_07	Iniziate le manovre di atterraggio.
E0001_07_004_a_01	Bene... Siete riuscito a ottenere il Cristallo, vedo!
E0001_07_004_a_02	Sì, ma... La gente di Mysidia era del tutto inerme, incapace di qualsiasi resistenza.
E0001_07_004_a_03	Via, che discorsi sono questi, ora? Sua Maestà vi sta aspettando.
E0001_10_007_a_01	Attendete qui solo un momento, messer (CECIL).
E0001_11_008_a_01	Vostra Maestà... Temo che (CECIL) cominci a mettere in dubbio le vostre decisioni.
E0001_11_008_a_02	È così, eh? Hai fatto bene a informarmi, Baigan. Sono fortunato ad averti come Capitano delle Guardie reali.<P>\nTuttavia, l'importante è che riesca a ottenere i Cristalli. Fallo entrare.
E0001_11_008_a_03	Sì, Maestà.
E0001_11_008_a_04	Messer (CECIL), Sua Maestà è pronto a ricevervi. Entrate.
E0001_11_008_a_05	Ottimo lavoro, (CECIL)! Dov'è il Cristallo?
E0001_11_008_a_06	Eccolo, Maestà.
E0001_11_008_a_07	Hai consegnato il Cristallo dell'Acqua.
E0001_11_008_a_08	Si direbbe proprio autentico.
E0001_11_008_a_09	Ma certo! Aaah, quale splendore!\nGrazie, (CECIL), puoi ritirarti.
E0001_11_008_a_10	Vostra Maestà!
E0001_11_008_a_11	C-Che c'è?
E0001_11_008_a_12	C-Cosa volete?
E0001_11_008_a_13	Perdonatemi, ma quali sono le vostre intenzioni riguardo ai Cristalli? I miei uomini non sanno più cosa pensare.
E0001_11_008_a_14	A cominciare da te?
E0001_11_008_a_15	No di certo, ma...
E0001_11_008_a_16	Credi davvero che sia all'oscuro della tua disapprovazione?!<P>\nNon mi sarei mai aspettato che proprio tu potessi dubitare di me...<P>\nTemo di non poterti più affidare le nostre nobili Ali Rosse. Da questo momento sei destituito dal comando delle aeronavi!
E0001_11_008_a_24	Vostra Maestà!
E0001_11_008_a_17	Ti affiderò invece un altro incarico. Un eidolon infesta i dintorni della Valle delle nebbie.<P>\nElimina quella bestia illusoria e consegna al Villaggio delle nebbie questo Anello piros.<P>\nPartirai domani stesso.
E0001_11_008_a_18	Vostra Maestà! Aspettate, per favore!
E0001_11_008_a_19	(CECIL) non oserebbe mai tradirvi...
E0001_11_008_a_20	Ah, (CAIN). Visto che ti preoccupi tanto per (CECIL), lo accompagnerai nella sua missione!
E0001_11_008_a_25	Vostra Maestà!
E0001_11_008_a_21	Ormai è deciso! Prendete l'anello e andate.
E0001_11_008_a_22	Hai ricevuto l'Anello piros.
E0001_11_008_a_23	Vostra Maestà!
E0001_12_006_a_01	Scusami, (CAIN). Ho coinvolto anche te...
E0001_12_006_a_02	Una volta eliminato l'eidolon, Sua Maestà ci perdonerà e tornerai al comando delle Ali Rosse.
E0001_12_006_a_03	...
E0001_12_006_a_04	Basta con quella faccia. I preparativi lasciali a me, tu pensa a riposarti.
E0101_00_006_a_01	Che ti prende?
E0101_00_006_a_02	Mi dispiace, (CAIN)...
E0101_00_006_a_03	Smetti di scusarti. Non è da te.
E0101_00_006_a_04	Ho sempre seguito la volontà di Sua Maestà. Per questo sono diventato un Cavaliere delle tenebre.<P>\nMa l'ho fatto per proteggere Baron, non per depredare gli innocenti!
E0101_00_006_a_05	Tu non hai nessuna colpa. Sono certo che Sua Maestà ha le sue ragioni.
E0101_00_006_a_06	Invidio la tua sicurezza, (CAIN).
E0101_00_006_a_07	Dovrei essere io a invidiarti. Come Cavaliere delle tenebre avrei potuto ascendere a un rango più elevato.<P>\nMa ho sempre sentito che il ruolo di Dragone mi si addiceva di più.<P>\nE poi, anche mio padre era un Dragone. Anche se è morto quando ero piccolo, seguendo le sue orme mi sembra di percepirne sempre la presenza.
E0101_00_006_a_08	...
E0101_00_006_a_09	Bah, certi discorsi non sono da me.<P>\nComunque, cerca di non preoccuparti troppo, altrimenti domani sarai inutile in battaglia. Toccherà a me eliminare l'eidolon.
E0101_00_006_a_10	Tranquillo, non ti lascerò tutta la fatica.
E0101_00_006_a_11	Domani ci alzeremo presto. Meglio se vai a riposarti.
E0002_00_009_a_01	(CECIL)!
E0002_00_009_a_02	Meno male, sei sano e salvo! Sei partito così di fretta che mi sono preoccupata.
E0002_00_009_a_03	Noi stiamo bene... ma non posso dire lo stesso per i poveri stregoni che abbiamo massacrato.
E0002_00_009_a_06	(CECIL)!
E0002_00_009_a_04	Verrò nella tua stanza più tardi.
E0002_00_009_a_05	D'accordo...
E0003_00_004_a_01	Sei tornato, (CECIL)!
E0003_00_004_a_02	(ROZA) è stata tanto in pensiero! Guarda che se la fai piangere non te la faccio passare liscia!<P>\nPiuttosto, le mie aeronavi come stanno? Di' ai tuoi uomini che me le trattino bene!<P>\nBe'? Cos'è quella faccia depressa?
E0003_00_004_a_03	Vedi, (CID), il fatto è che...
E0003_00_004_a_04	Cos'hai detto?! Ti hanno mandato a eliminare un eidolon? Ma senza di te le Ali Rosse andranno alla malora!<P>\nChe gli sarà preso, a Sua Maestà?\nA me ha ordinato di costruire un nuovo modello di aeronave...<P>\nMa io non voglio che diventino strumenti di massacro! Anche la gente in città comincia a essere preoccupata.<P>\nAd ogni modo, cerca di stare attento!\nUn eidolon è capace di papparsi anche un Cavaliere delle tenebre come te in un sol boccone.<P>\nBe', è ora di tornare a casa, altrimenti chi la sente mia figlia?
E0004_00_014_a_01	Ho cambiato le vostre lenzuola, signore. Ho sentito che ripartirete domattina. Vi auguro una notte serena!
E0005_00_015_a_01	Cosa starà accadendo a Sua Maestà? Non è più il fiero cavaliere che conoscevo e ammiravo, l'uomo che allevò me e (CAIN) come fossimo stati figli suoi.<P>\nOra è accecato dalla brama per i Cristalli. Il Re che conoscevo non ci avrebbe mai ordinato di strappare con la forza il Cristallo di Mysidia dai pacifici abitanti del villaggio.<P>\nNon potrei mai tradire i suoi ordini, eppure...
E0005_00_015_a_14	(CECIL)!
E0005_00_015_a_02	Ma che sta succedendo? Sei appena rientrato da Mysidia e già riparti per eliminare un eidolon?<P>\nVedo che qualcosa ti inquieta...
E0005_00_015_a_03	No, va tutto bene.
E0005_00_015_a_04	Se è così, guardami in faccia.
E0005_00_015_a_05	A Mysidia... abbiamo ucciso uomini innocenti per rubare loro il Cristallo!<P>\nLe tenebre che avvolgono la mia spada presto raggiungeranno anche il mio cuore...
E0005_00_015_a_06	Non lo permetteresti, ne sono certa.
E0005_00_015_a_07	Ma non potrei mai oppormi a Sua Maestà! Sono solo un codardo...
E0005_00_015_a_08	Il prode (CECIL) delle Ali Rosse non dubiterebbe mai così di se stesso!<P>\nNon il mio amato (CECIL)...
E0005_00_015_a_09	È vero che domattina partirai per il Villaggio delle nebbie? Se ti dovesse succedere qualcosa, io...
E0005_00_015_a_10	Non devi preoccuparti. Insieme a me verrà anche (CAIN).
E0005_00_015_a_11	Si è fatto tardi. Dovresti riposare anche tu.
E0005_00_015_a_12	Cerca di fare attenzione!
E0005_00_015_a_13	Ti ringrazio, (ROZA)...<P>\nMa un Cavaliere delle tenebre non potrà mai darti ciò che cerchi.
E0006_00_005_a_01	Sei pronto, (CECIL)?
E0006_00_005_a_02	C'è bisogno di chiederlo?
E0006_00_005_a_03	Bene, allora dopo di te.
E0033_00_005_a_01	Messer (CECIL)!
E0033_00_005_a_02	Siete sano e salvo!
E0033_00_005_a_03	Baigan! Non dirmi che anche tu...
E0033_00_005_a_04	Che vi prende?
E0033_00_005_a_05	Sei manovrato da Golbez?
E0033_00_005_a_06	Impossibile! Io sono il Comandante delle Guardie Reali. Nessuno potrà mai piegare la mia fedeltà a Baron.
E0033_00_005_a_07	Sapevi che (CID) è stato imprigionato?
E0033_00_005_a_08	Sì. Sono venuto a cercare di salvarlo con i pochi uomini restanti della Guardia Reale, ma... sono l'unico sopravvissuto.
E0033_00_005_a_09	Capisco... Be', sono lieto che tu stia bene. Unisciti a noi!
E0033_00_005_a_10	Agli ordini!
E0033_00_005_a_11	Il capitano Baigan delle Guardie Reali si è unito alla squadra.
E0033_00_005_a_12	Che succede?
E0033_00_005_a_13	C'è qualcosa che mi puzza.
E0033_00_005_a_14	È odore di mostro!
E0033_00_005_a_15	Che cosa? E dov'è?
E0033_00_005_a_16	No, è puzza di... un imbroglio.
E0033_00_005_a_17	Scusi se glielo dico, ma non ha proprio la stoffa dell'attore.
E0033_00_005_a_18	Baigan! Quel maledetto di Golbez ha corrotto anche te?
E0033_00_005_a_19	Come osate parlare così del grande Golbez?<P>\nIl mio signore mi ha fatto diventare un essere straordinario!<P>\nAmmirate la mia forza meravigliosa!
E0033_01_005_a_01	Certo che sei proprio un credulone, eh?
E0033_01_005_a_02	Persino Baigan...
E0034_00_008_a_01	(CECIL)! Sei sano e salvo! E noto una nuova risolutezza in te.
E0034_00_008_a_02	Vi ringrazio.
E0034_00_008_a_03	Intuisco dal tuo aspetto che sei diventato un Paladino. Peccato, i Paladini non hanno alcuna utilità, per me.
E0034_00_008_a_04	Vostra Maestà, io non vi riconosco!
E0034_00_008_a_05	Davvero? Ah, ma certo, tu stai pensando a quello sciocco umano che diceva che non mi avrebbe mai consegnato il suo regno!<P>\nÈ da così tanto che ne ho preso il posto che mi ero quasi scordato di lui! Ah ah ah!
E0034_00_008_a_06	Maledetto! Cos'hai fatto a Sua Maestà?!
E0034_00_008_a_07	Vorresti incontrarlo? Allora ti aiuterò a ricongiungerti al tuo caro Re!<P>\nNon credere di potermi battere come hai fatto con quell'incapace di Scarmiglione.<P>\nNon ho mai capito come una nullità come lui sia diventato uno dei Tetrarchi elementali!
E0034_00_008_a_08	Quindi sei un altro dei quattro, maledetto!
E0034_00_008_a_09	Esattamente! Io sono il Signore dell'Acqua, Cagnazzo!
E0034_00_008_b_01	L'acqua si sta accumulando intorno a Cagnazzo!
E0034_00_008_b_02	Cagnazzo si chiude nel suo carapace!
E0034_00_008_b_03	Il potere del Tuono spezza la barriera!
E0034_01_008_a_01	Maledetto impostore!
E0034_01_008_a_02	Come hai osato rinchiudermi in quella cella ammuffita?! Io ti rovino!<P>\nEhi, ma... ma che...?
E0034_01_008_a_03	(CID)!
E0034_01_008_a_04	(CECIL)? Ma allora stai bene! Ci hai fatto preoccupare, disgraziato!
E0034_01_008_a_05	Mi dispiace...
E0034_01_008_a_06	Sai qualcosa di (ROZA)? Era certa che tu fossi vivo ed è partita per cercarti.
E0034_01_008_a_07	È stata catturata da Golbez...
E0034_01_008_a_08	Cosa?! Come hai potuto permettere che finisse in un guaio del genere?<P>\nE questo Golbez... Prima sfrutta le mie aeronavi per i suoi crimini, e ora ha osato mettere le mani su (ROZA)!
E0034_01_008_a_09	Appunto, la ragazza è in grave pericolo, quindi piantala di blaterare e portaci alla tua aeronave!
E0034_01_008_a_10	E chi sarebbe questo vecchio bacucco?
E0034_01_008_a_11	Senti chi parla!
E0034_01_008_a_12	Che vuoi? Io sono ancora nel fiore degli anni!
E0034_01_008_a_13	Calma, calma! Voi siete il signor (CID), giusto?<P>\nPermettetemi di presentarvi il grande saggio (TELLA).
E0034_01_008_a_14	Questo è il signor (YANG), capo dei monaci di Fabul.<P>\nIo invece mi chiamo (POLOM) e sono un'apprendista maga di Mysidia.
E0034_01_008_a_15	Uffa, un altro vecchio rincitrullito...
E0034_01_008_a_16	Mentre quel ragazzino così scortese è (PALOM), mio fratello gemello.
E0034_01_008_a_17	Bah! Piantala di fare la perfettina!
E0034_01_008_a_18	Lieto di fare la vostra conoscenza, ma dovremmo affrettarci. Qui siamo in pericolo.
E0034_01_008_a_19	Finalmente qualcuno con un po' di buone maniere!
E0034_01_008_a_20	(CID), dove si trova la tua nuova aeronave?
E0034_01_008_a_21	Eh eh eh!
E0034_01_008_a_22	Dove nessuno la andrebbe mai a cercare! Ho un paio di assi nella manica, sai?
E0034_01_008_a_23	Basta con le ciance e sbrigati! La vita di (ROZA) è in pericolo!
E0034_01_008_a_24	Lo so, lo so! Non c'è mica bisogno di gridare, non siamo tutti sordi come te!<P>\nDi qua, forza!
E0034_02_007_a_01	Ah ah ah...<P>\nE così mi avete sconfitto... ma mi sono affezionato tanto a voi che non posso proprio lasciarvi andare.<P>\nNeppure la morte può fermare la terribile potenza di Cagnazzo, Signore dell'Acqua! Preparatevi a raggiungermi all'inferno!
E0034_02_007_a_02	Le pareti!
E0034_02_007_a_03	Non si apre!
E0034_02_007_a_04	Neanche questa!
E0034_02_007_a_05	(PALOM)! (POLOM)!
E0034_02_007_a_06	Grazie di tutto, (CECIL)!
E0034_02_007_a_07	È stato un onore potervi conoscere.
E0034_02_007_a_08	Che avete intenzione di fare, voi due?
E0034_02_007_a_09	Non possiamo lasciarvi morire!
E0034_02_007_a_10	Sommo (TELLA), vi affidiamo il signor (CECIL)!
E0034_02_007_a_11	Avanti, (POLOM)!
E0034_02_007_a_12	Sì!
E0034_02_007_a_13	Fermatevi!
E0034_02_007_a_14	Pietra!
E0034_02_007_a_15	(PALOM)...
E0034_02_007_a_16	(POLOM)!
E0034_02_007_a_17	Non ho fatto in tempo a fermarli... Ehi, un momento! Posso ancora salvarli!<P>\nEsna!
E0034_02_007_a_18	L'incantesimo non può essere annullato perché i gemelli si sono pietrificati volontariamente.
E0034_02_007_a_19	Stupidi! Sacrifici del genere dovreste lasciarli alle vecchie cariatidi come me!
E0034_02_007_a_20	Poveri ragazzi, così giovani...
E0034_02_007_a_21	Vi vendicherò!
E0034_02_007_a_22	È ora di pareggiare i conti! Tiriamo fuori l'Enterprise!
E0034_02_007_a_23	La tua ora è vicina...
E0034_02_007_a_24	Golbez!
E0034_04_006_a_01	Ma qui non c'è nulla...
E0034_04_006_a_02	I nascondigli migliori sono quelli in piena vista!
E0034_06_327_a_01	Ed è sempre rimasta nascosta qui sotto?
E0034_06_327_a_02	Incredibile!
E0034_06_327_a_03	Era un po' che non ci vedevamo, bellezza.\nPronti al decollo!
E0034_08_323_a_01	Ai posti di combattimento! Mostreremo loro la potenza dell'Enterprise!
E0034_08_323_a_02	Aspetta!
E0034_08_323_a_03	Ma quella è...
E0034_08_323_a_04	Una bandiera bianca?
E0034_10_324_a_01	(CAIN)!
E0034_10_324_a_02	Vedo che sei ancora vivo, (CECIL).
E0034_10_324_a_03	(CAIN)! Che intenzioni hai?
E0034_10_324_a_04	E (ROZA)... è sana e salva, vero?
E0034_10_324_a_05	Sei preoccupato per lei, vero? Se vuoi rivederla, dovrai portarmi il Cristallo della Terra dalla città di Troia.
E0034_10_324_a_06	Cosa?!
E0034_10_324_a_07	Razza di vigliacco!
E0034_10_324_a_08	Ci rivedremo una volta che ti sarai impossessato del Cristallo... se davvero tieni a (ROZA).
E0034_10_324_a_09	Maledetto...!
E0034_10_324_a_10	Torna in te, (CAIN)!
E0034_10_324_a_11	Non abbiamo altro da dirci.
E0034_12_323_a_01	Messer (CECIL)...
E0034_12_323_a_02	Maledetto (CAIN)!
E0034_12_323_a_03	(CID), rotta a nord-ovest... verso la città di Troia.
E0044_02_015_a_01	Ma questa...
E0044_02_015_a_02	Sì, è la tua stanza a Baron.
E0044_02_015_a_03	Ora che abbiamo eliminato il falso re, qui saremo al sicuro.
E0044_02_015_a_04	(CECIL)... C'è qualcosa che devo dirti...
E0044_02_015_a_05	Cosa?
E0044_02_015_a_06	Si tratta dei Cristalli.
E0044_02_015_a_07	Giusto, ora che abbiamo perso anche quello della Terra, tutti i Cristalli sono in mano a Golbez.
E0044_02_015_a_08	No, gliene mancano ancora quattro.
E0044_02_015_a_09	Cosa? Ne esistono altri?
E0044_02_015_a_10	Ma certo! Allora le leggende erano vere!
E0044_02_015_a_11	Volete dire...?
E0044_02_015_a_12	Esatto... i Cristalli dell'oscurità!
E0044_02_015_a_13	Quindi, se esistono quattro Cristalli della luce...
E0044_02_015_a_14	Questo significa che esistono anche...
E0044_02_015_a_15	Quattro Cristalli dell'oscurità?
E0044_02_015_a_16	Esattamente. Per questo Golbez ha solo la metà dei Cristalli.
E0044_02_015_a_17	Purtroppo però le leggende non dicono dove si trovino.
E0044_02_015_a_18	Golbez è riuscito a scoprirlo.
E0044_02_015_a_19	Allora cosa stiamo aspettando? Dicci dove trovarli!
E0044_02_015_a_20	Nel mondo dove regna l'oscurità... nell'Inframondo.
E0044_02_015_a_21	L'Inframondo?
E0044_02_015_a_22	Ora ci toccherà anche scavare un buco per terra?
E0044_02_015_a_23	Golbez vuole riunire i Cristalli della luce e quelli dell'oscurità per aprire un cammino verso la luna.
E0044_02_015_a_24	Verso la luna?
E0044_02_015_a_25	Non so cosa significhi, ma questa è la chiave per scoprirlo. Prendila.
E0044_02_015_a_26	Hai ricevuto la Pietra magmatica.
E0044_02_015_a_27	Cos'è questa pietra?
E0044_02_015_a_28	Può aprire un varco verso l'Inframondo, se usata nel posto giusto.
E0044_02_015_a_29	Ma dove?
E0044_02_015_a_30	Non hai idea di quale sia questo posto?
E0044_02_015_a_31	Purtroppo no.
E0044_02_015_a_32	Ma di che vi preoccupate? C'è l'Enterprise!<P>\nCi basterà volare in giro per il mondo finché non troviamo qualcosa!
E0044_02_015_a_33	Ma è rimasta alla Torre di Zot...
E0044_02_015_a_34	Non sottovalutarla! Te l'ho detto che è un nuovo modello!<P>\nGrazie al pilota automatico, dovrebbe già essere tornata a Baron!
E0044_02_015_a_35	Allora abbiamo un piano!
E0044_02_015_a_36	(CID), come faremmo senza di te?
E0044_02_015_a_37	Eh eh... È quel che dico anch'io! Forza! Adesso andiamo a riposarci.<P>\nDomattina ci metteremo in volo alla ricerca di un passaggio per l'Inframondo!
E0044_02_015_a_38	Però... continuo a non capire.<P>\nPerché Golbez non mi ha dato il colpo di grazia quando ne ha avuto l'occasione?
E0044_02_015_a_39	Qualcosa non va?
E0044_02_015_a_40	No, non è niente. Riposiamoci un po'.
E0044_03_015_a_41	Bene, si parte!
E0055_00_004_a_01	Signor (CECIL)! Il capo ci ha chiesto di montare questo gancio sull'Enterprise. Non ci vorrà molto.
E0055_01_004_a_01	Ecco fatto! Ora potrete issare e trasportare l'eliscafo!
E0055_01_004_a_02	Basterà posizionare l'Enterprise in volo sopra all'eliscafo e premere Conferma per caricarlo o scaricarlo.
E0055_01_004_a_02_2	Basterà posizionare l'Enterprise in volo sopra all'eliscafo e toccare il punto esclamativo per caricarlo o scaricarlo.
E0055_01_004_a_03	In questo modo, ora potrete raggiungere praticamente ogni posto, persino la Caverna di Eblan vicino alla Torre di Babele.
E0055_01_004_a_04	Dovrete solo calare l'eliscafo sulle secche.
E0055_01_004_a_05	C'è qualcosa che dovreste sapere. (CID) è...
E0055_01_004_a_06	È un tipo impossibile, vero?
E0055_01_004_a_07	È troppo intenso, a volte. Se non sta attento, un giorno di questi ci resta secco.
E0055_01_004_a_08	Tenetelo d'occhio voi, mi raccomando. Noi siamo pieni di lavoro!
E0137_00_021_a_01	(CECIL)...
E0137_00_021_a_02	Vostra Maestà?!
E0137_00_021_a_03	Raggiungi il Reame degli eidolon e poi torna da me. Allora saprò esserti d'aiuto.
E0137_00_021_a_04	Vostra Maestà!
E0108_00_021_a_01	E così sei tornato.
E0108_00_021_a_02	Maestà...
E0108_00_021_a_03	Non piangere la mia sorte. Quel mostro mi ha strappato la vita, ma nella morte ho ottenuto il potere eterno.<P>\nSe quell'invocatrice del Villaggio delle nebbie mi convocherà, sarò sempre pronto a offrirvi la mia forza.<P>\nLa mia spada saprà fendere i vostri nemici in un sol colpo!<P>\nTuttavia, secondo le leggi del Reame degli eidolon, prima dovrai dimostrarmi il tuo potere. In guardia!
E0108_00_021_b_01	L'elettricità scorre attraverso Odino!
E0108_01_021_a_01	Sei diventato davvero forte. Usa il tuo potere per proteggere Baron... e il mondo intero.<P>\nIo sarò al tuo fianco con il potere di Odino.
E0108_01_021_a_02	Grazie, Vostra Maestà!
E0108_01_021_a_03	(RYDIA) ha imparato l'invocazione di Odino.
E0135_01_022_a_01	Porcello!<P>\nOps!
E0135_01_022_a_02	Chiedo scusa, era un Minimum!
E0136_01_020_a_01	È sigillato da una forza invisibile.
N101_C02_004_07_01	L'accesso a questa torre è proibito.
N101_C02_004_03_01	Tutto regolare, signore!
N101_C02_004_03_02	Non riesco a credere che Sua Maestà fosse stato sostituito da un mostro...
N101_C02_004_04_01	Di recente, nel castello aleggia un'atmosfera lugubre.
N101_C02_004_04_02	Saremo stati corrotti anche noi?
N101_C02_004_01_01	La partenza è fissata per domattina. Dovreste andare a riposare.
N101_C02_004_02_01	Sta calando la notte. È meglio non uscire.
N101_C02_004_01_02	Sua Maestà ha dato ordine di non farvi entrare nel castello finché non avrete consegnato l'Anello piros al Villaggio delle nebbie.
N101_C02_004_01_03	E tu che vuoi? Ce l'hai il lasciapassare?
N105_C01_004_06_01	Avete visto il nostro capo, (CID)? Ci ha ordinato di fare manutenzione alle aeronavi e poi è sparito.
N105_C01_004_06_02	Capo! E c'è anche il signor (CECIL)!
N105_C01_004_06_03	Il capo sarà indaffarato come sempre!
N105_C01_004_05_01	Uffa, anche oggi ci toccherà una nottata di lavoro! Sono così stanco...<P>\nOh! Non dite al capo che mi stavo lamentando! A-Anzi, ditegli che a me piace tanto lavorare!
N105_C01_004_05_02	Aaah! Il fantasma del capo!<P>\nChe? Siete proprio voi? N-No, guardate che stavo lavorando!
N105_C01_004_05_03	Ultimamente sono migliorato parecchio! Forse potrei addirittura prendere il posto del capo!<P>\nOh! N-Non ditegli nulla, mi raccomando!
N101_C02_005_01_01	Allora avete conquistato il Cristallo di Mysidia?
N101_C02_005_01_02	Tra i soldati di Golbez non c'era neanche un umano. Erano tutti mostri.
N101_C02_005_02_01	...?!<P>\nNon... Non mi stavo addormentando!
N101_C02_005_02_02	Un mostro ha ucciso Sua Maestà... È stato orribile.
N101_C02_005_03_01	Potete prendere i tesori contenuti in questa stanza per la vostra missione contro l'eidolon.<P>\nLa porta si apre premendo il pulsante che si trova sulla parete.
N101_C02_005_03_02	La voce del defunto sovrano riecheggia dai sotterranei. Possibile che il castello sia infestato?
N101_C02_006_04_01	Di recente, in presenza di Sua Maestà avverto una sensazione strana...
N101_C02_006_04_02	Messer (CECIL)! Dovreste essere voi a salire al trono!
N101_C02_006_03_01	Io mi fido di Sua Maestà!
N101_C02_006_03_02	Messer (CECIL), vendichiamo Sua Maestà!
N101_C02_006_05_01	La Valle delle nebbie si trova a nord-ovest di Baron. Si chiama così perché è sempre avvolta da una fitta bruma.
N101_C02_006_05_02	Noi Dragoni giuriamo sul nostro onore di proteggere il castello!
N101_C02_006_06_01	Messer (CECIL), se unite le forze con il nostro comandante (CAIN), non abbiamo nulla da temere!
N101_C02_006_06_02	Non siamo riusciti a proteggere il Re. Siamo una vergogna per il comandante (CAIN).
P002_C00_006_07_01	Cosa c'è? Non riesci a dormire?
N003_C01_006_01_01	Girano voci sinistre su Sua Maestà. Speriamo che non giungano alle sue orecchie...
N003_C01_006_01_02	Durante la vostra assenza, proteggeremo noi il castello!
N003_C01_006_02_01	È meglio reprimere qualsiasi pensiero di disobbedienza, se si vuole riuscire a sopravvivere di questi tempi.
N003_C01_006_02_02	Sapevo che c'era qualcosa di strano nel Re, eppure non ho fatto nulla...
N003_C01_007_01_01	Sua Maestà è molto contrariato. Non vuole vedervi finché non avrete consegnato l'anello al Villaggio delle nebbie.
N003_C01_008_01_01	I mostri non regneranno mai più su questo castello!
N118_C01_022_02_01	Stiamo lavorando allo sviluppo di nuovi incantesimi da combattimento.
N118_C01_022_02_02	Come ho fatto a non notare che Sua Maestà era stato rimpiazzato da un mostro? Devo studiare di più...
N118_C01_022_03_01	Gli incantesimi base come Fuoco, Bufera e Tuono sono poco efficaci contro alcuni mostri.<P>\nHo sentito dire che ne esistono di più potenti...
N118_C01_022_03_02	E così l'antico incantesimo Meteora esiste veramente!
N118_C01_022_01_01	Sonno!<P>\nMa come? Non ti è venuta neanche un po' di voglia di un pisolino?<P>\nChe strano...
N117_C01_023_02_01	Ultimamente, Sua Maestà sembra più in forze del solito. Dovrei rallegrarmene, ma ho una strana sensazione.
N117_C01_023_02_02	Aiuteremo i soldati con la nostra magia bianca!
N117_C01_023_03_01	Al momento sto studiando le basi della magia bianca e i quattro livelli di incantesimo curativo: Energia, Energira, Energida e Energiga!
